product,verified,rating,location,date,author,content,title
"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - White",1,1.0,Reviewed in the United States ,14 Dec 2019,Customer,"I spent near $500 for the Ring security system, doorbell camera, and a outside camera. Well, after hours of talking with support they said my device is faulty (as we could not get the light to spin for setting up the wifi). So I have to return that and try a new one. So, I decided to test out my outdoor security camera... this has to work right? WRONG, setup and updates went smoothly with the app saying I have a healthy internet connection. When going to live view however, it just gets stuck on ""Activating device"". The device is literally right next to my modem/router and base station and my download speed is 239.76 mbps and upload is 12 mbps... so the connection is not the issue. This has been a disaster and a big mistake for switching from Simplisafe. I wanted to use the ring as they had way more options for outdoor cameras.",BIG MISTAKE
"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - White",1,2.0,Reviewed in the United States ,08 Feb 2020,DaddyDaniel,"I paid an electrician to install this outside on our garage wall, where no electric power was available. But I wasn't about to use a battery powered one that would result in me climbing a ladder to remove the battery, recharge it and then climb the ladder again to reinstall the battery. Long story short, this stick up cam only worked when it wanted to, which most often wasn't when I wanted it to. Said it was connected to my wi-fi, but kept blaming my phone. So...bought a Ring Spot Light cam (cost more) and replaced the Stick Up Cam...it works perfectly, as I would have expected. Also a better application as this area is not lighted at night. Must say Ring Customer Service, most notably, Heather, was outstanding...stuck with me while we tried different things to make the first one work. It didn't, but she is The Bomb.",Not ready for Prime Time
"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - White",1,1.0,Reviewed in the United States ,10 Dec 2019,J & K,"Just be warned,  I ordered the Ring stickup Solar ""package"" with free echo dot.  I mean really....who would NOT get the echo dot for free???  Why is with or without a free item even a question or an option?!?!?!?  I thought..damn...this price is too good to be true.  And I was RIGHT!  What did I get.... I got a Ring Stick Up Cam,  not battery, not solar and not an indoor.  I don't know WHAT model it was...but get this....their was NO PLACE to plug in the Solar panel.  None.  I hunted down the installation instructions...which requires you to KNOW what you have....so I read them all....my only conclusion is that somehow I got a ""Battery Powered INDOOR ONLY Cam"" with a solar panel.  WTF!  And the Echo DOT????  Nowhere to be seen.  I suspected issues when it ""shipped"" in possibly ""two packages"" and the DOT was NOT listed on the Order receipt.  I am sadly disappointed with Amazon for screwing the pooch on this one.  I am sending them back.  Since I didn't get the Echo DOT I decided to order from ""Ring"" directly for the same price (minus the DOT).  So beware of the Solar ""Bundle"" what you see.....is NOT what you get at least for me.",Did not recieve what I ordered
"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - White",1,1.0,Reviewed in the United States ,03 Jan 2020,R. M. Mayhew,"Here are our Ring cameras that do work quite well: 1. Ring doorbell 2. Ring spotlight cam 3. Ring floodlight cam 4. Ring floodlight cam (we have two of these) 5. Ring stickup cam (old model) 6. Ring stickup cam (old model) 7. Ring stickup cam (new model) 8. Ring stickup cam (new model) Number 7 and 8 have been problematic.  These are the newer styles that are designed to be either battery or wired.  Number 7 kept giving a ""Battery Low"" warning (even though it was plugged in) so I broke down and bought a battery.  So far, it's working. Number 8 wouldn't work at all.  I ordered a spotlight cam, plugged it in, and it worked perfectly. My guess is, the new stickup cams are having problems.  I'm very satisfied with all my other Ring cams but these are leaving a lot to be desired.  If I could still buy the old model (which was wired only, no battery) I would.",Have Purchased 8 Ring Cameras
"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - White",1,1.0,Reviewed in the United States ,09 Jan 2020,Prime Member,"I purchased this because I have the Ring Doorbell and it works great. I installed this camera above my Garage to watch my driveway and it works only about 25% of the time. It shows a strong signal but I cannot see the video stream on my phone even when I am on the same Wifi. The motion detection only works about 25% of the time.  I contacted Ring support and they had me try a variety of things that ended up just wasting my time. The camera still does not work properly and Ring support offered no solution what so ever. I guess I am stuck with a horrible product and wasted my money on this thing. It is the worst security camera I have purchased and I will be replacing it as soon as possible. It will not be another Ring device. UPDATE: I have figured out that this camera works ok as long as it is indoors. If you put it outside, it is just a round brick. Ring even sent me a replacement and it still does not work if outside. I got the solar panel with it but there is no reason to power a brick. I still say this product is horrible and a waste of money. Buy anything else for use outdoors. DO NOT BUY if you want something you can rely on. If I could give a rating of zero stars, I would.",Don't waste your money
"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - White",1,5.0,Reviewed in the United States ,01 Mar 2020,fernice,"Update to Live video and solar panel do not work. After a very helpful phone call with ring support, i found that the linking feature was draining the battery due to a high number of events. ( I have 5 cameras). I unlinked the camera in question and the problem was solved. The camera live issue was resolved by moving the mesh network antenna to a better spot. So to be fair, it was operator error. The equipment is good. Been a costumer since ~ 2013.",Good equipment supported by knowledgeable staff
"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - White",1,1.0,Reviewed in the United States ,14 May 2020,L. Locke,"IMHO Take your hard earned money you would have spent on this and get a better system.  They are finicky, connect and disconnect from the wi-fi randomly and by the time your live view pops up whatever you were trying to look at most likely has gone. If you enjoy spending time trying to get something to work and genuinely enjoy being frustrated this is the product for you.  If not, get something else. UPDATE:  In addition to adding a mesh system to the house, today I obtained a brand new modem from my service provider.  The signals to the cameras improved and I now have two of three cameras not working.  No live view.  They go on line and off line as they feel the need apparently.  DO NOT get these.  I recommended these to my neighbors when they worked good for about 4 weeks.  They ordered three and have since received them.  They are fighting the same battle I am already.  They’ve replaced routers twice and the modem.  They are looking to return theirs as well.  Had a co-worker who bought Arlos.  His internet is much much slower than mine and he has his cameras spaced further away from his router than I do, much further.  Guess what?  He has had no issues at all. ZERO! FINAL UPDATE:  I know how frustrating this gets but I stumbled across EUFY cameras.  These work great!  I actually installed them in the exact same spot the ring cameras were (rings kept going offline because of “weak signal“).  The connection is great and they are working fine.  Homebase and two cams cost slightly more than two ring stick ups (like less than $20). Extremely pleased with EUFY.",Don’t do it!  DO NOT BUY THESE!
"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - White",1,5.0,Reviewed in the United States ,19 Feb 2020,Paul,"I purchased a second battery cam on Jan 9th 2020, my first battery cam was purchased back in April 2019.  This new version has not functioned reliably since installation.  Live view does not load consistently and the motion detection is intermittent.  I have been on the chat with Ring support (which is very good) and gone through the typical troubleshooting steps.  At this point, they are ""going to get back to me"" with a possible fix.  I am not sure what they intend to do, but it is very obvious they cost reduced this new version with a severe impact in reliability and functionality.  My first battery cam purchased back in April 2019 works flawlessly, it is very unfortunate that Ring decided to ruin their reputation for a few extra gross margin points. -------UPDATE March 16,2020--------- After working with Ring customer service, the issue was resolved.  A new firmware was released that resolved the live view issue.  The new camera works as well as my previous camera and is fully functional.  Normally a 4 star would be warranted, however, the customer service by Ring sets the bar for excellent customer support in my opinion so I am updating with a 5 star rating.","New version has serious flaws - UPDATE, March 16, 2020"
"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - White",1,1.0,Reviewed in the United States ,30 Jun 2020,bluesy,"UPDATE:  Update - I updated my review from four to one stars.  Here's the reason why.  I have a RING Stickup and a RING Spotlight covering our pool and backyard.  Both are battery powered with attached solar units.  I've had some issue with the company that chemically treats our yard for weeds etc.  I knew they were coming a few days ago, so when I got home I pulled up the videos from our backyard (the aforementioned cameras).  One recorded him coming into the backyard but not leaving.  The other didn't record him or alert that someone had entered a motion zone (it was obvious from the one camera that he had in fact entered motion zones for both cameras).  I called RING Tech support and spoke with Mel.  Pleasant enough guy but not helpful. We started with the discovery my recorded length was 20sec when it should have been 30 which is the default.  I asked where I could change that and he gave me instructions, but the options he quoted were not available on any of my cameras.  He told me to delete the app and reinstall.  I did but still no joy.  He then said he could change it from their end.  Then we discussed zone settings and he said my RING Stickup camera had five zones with one turned off.  None of my cameras have five zones, they all have three.  I asked him for clarification and he repeated ""from my end, I see five zones on the stick up camera and one is turned off).  Now, how does he see five zones and I see three?  We then tried to trouble shoot why the cameras were detecting motion but not recording.  NO CLUE, said he would have to escalate the problem (means throw in the white towel) but said he would send me an email outlining our discussion and assuring me he would continue to trouble shoot.  Got the email - basically said I should consider two step authentication (which I already had set up).  Replied that I was not satisfied and the one time I really needed the RING to work, it didn't.  He did reply and restated he was going to continue troubleshooting the issue.  Long story short - three of my battery RING cameras have proven unreliable.  The only one that seems to work worth a darn is the wired RING door bell.  Total waste of money. Not an easy install because of the limited movement allowed by the base.  Speaker is terrible and this is for either hearing what is going outside or speaking to whomever is in camera range.  Would not buy this model RING again.",Waste of Money
"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - White",1,5.0,Reviewed in the United States ,25 Sep 2020,chris,"I dont really leave reviews on products but I sure do a lot of research on products I plan to buy. I rely a lot on reviews. Im here today because despite some negative most recent reviews , I still bought this camera. A lot of complaints about the battery. The battery comes not fully charged, I left it charging overnight. Next day it was fully charged and from the time I had it on to finally having it installed it was only drained by 1%. I dont have many notifications because where I live there isnt much activity going on but from 12pm this afternoon installed to midnight right now, still at 99%. I tested out the sensitivity on the motion control and its great. I have a ring doorbell and its very similar. I would say this is a lot better because it has two modes , indoors and outdoors. I have it set for outdoors and the video quality is great. Great sound. Great notifications and sensitivity on the device. Anyone who complains about the device or has issues with the device, im not so sure if they know exactly how to operate one or their expectations are way too high. I went with the battery instead of solar panel. My ring doorbell lasts about 3-4 weeks on a single charge. I dont expect the same from this outdoor camera but I know I wont be let down. Great security camera and all honesty, great product.",Dont go by the negative reviews. Great product.
"Ring Stick Up Cam Battery HD security camera with two-way talk, Works with Alexa - White",1,4.0,Reviewed in the United States ,29 Aug 2020,Don G.,"After the 30 trial the unit becomes Worthless, it will only operate as a live view and not record anything.  I bought it to keep an eye on my 90 Year Old mother.  If the alarm rings by the time you get up and find your phone, turn it on to the live view you might see nothing but an empty bed.... did she Fall, go potty, wandering around the house.  You'll not be able to reference back to see what happened. So get on line and go through the extortion! It's $3 a month or $30 a year to make it of any value at all. Hope your credit card doesn't expire or you switch banks? Update.... Returned for credit So what if your in a meeting, driving, at work or in the middle of a 20' putt for $50.00? Maybe someone just stole your new TV off your porch? You won't be able to go back and see what was delivered or which neighbor grabbed it 2 minutes behind the UPS driver or was it just the cat? The product is decent and simple to set up but after that get out wallet for the life of the equipment....2 years at $3 a month or maybe 5 years....another $180.00. A perfect example of ""Read the Fine Print"" Now I'm trying to decide whether I want to smash it with a hammer and return it or succumb to their blackmail???? I was going to get another camera and extra batteries but now I need to make a decision..... I'm going to look at their competition before I get buried any deeper with these characters.",Read Carefully before you buy
