product,verified,rating,location,date,author,content,title
Echo Flex - Plug-in mini smart speaker with Alexa,1,4,Reviewed in the United States ,18-Nov-19,Valag,"The Flex is a great option if you don't like having cords dragging across surfaces. It does everything a regular Echo or Echo Dot can do. and It's actually smaller than I expected. Only occupies the lower plug without blocking the top one. Great for kitchen and bathroom, or anywhere that has above-counter-level plugs. Produces enough sound that I can hear it while in the shower, but, the speaker quality leaves a lot to be desired. I wasn't expecting top-notch, Bose-quality sound from this small of a device, but Alexa sounds like she's talking to me through a Solo cup. So I guess this won't replace any of my other Echo devices for playing music, but it's certainly good enough for listening to the news and weather while getting ready for work.",The Echo device that won't Flex your wallet.
Echo Flex - Plug-in mini smart speaker with Alexa,1,1,Reviewed in the United States ,7-Jan-20,KT - Six Eight Tall,"We are here to pump up this review! Amazon Flex? More like Amazon Flabby... Ya! This device is so puny that it must go back to the gym to earn it's name! Here is our loser friend to explain why such a flabby device can only lift one star.... <clears throat> Mmmm k. As avid Amazon smart product users, we purchased the Flex based on it's small design form (in that it would occupy the least amount of space and be a perfect kitchen addition to keep our counters open). On this front it is perfect. Speaking in the kitchen, the Echo Dot Second Generation in our living room was actually picking up our voices better than the Flex which was in the same room. To Echo* what other reviewers have said, the sound on this device is tinny and distracting. Considering most smart phones can generate, the small footprint of the Flex isn't a great excuse in 2020 for skimping on sound to this extent. With commands and recipes is was displeasing but with music it was downright distracting. Imagine an old building doorway intercom speaker as an upgrade to this and you get what I mean. I'm guessing the positive reviews are mainly concerned with the small footprint which again, is excellent but even at a discount we had to return this and the accompanying motion sensor in favor of mounting another Echo speaker in our kitchen. Here's hoping Amazon invests just a tiny bit more on the quality of the speaker and microphone array though for future generations of this product because this first gen Flex was an absolute miss for our household. * puns provided free of charge for this unbiased loser review",Did someone say Flex?
Echo Flex - Plug-in mini smart speaker with Alexa,1,1,Reviewed in the United States ,25-Nov-19,Barbara Black,"I have an Echo and an Echo Show, both of which are great. I ordered this for my kitchen because you can plug it in and not waste counter space. Unfortunately the sound quality is terrible-sounds like a cheap AM radio",Sound quality is terrible
Echo Flex - Plug-in mini smart speaker with Alexa,1,1,Reviewed in the United States ,10-Oct-20,Amazon Customer,"This is by far the worst echo device I have ever used, and I have four other various models. The Echo Flex consistently drops out of multi room audio groups and has to be unplugged and plugged back in to resync. The built in speaker is terrible and useless if you are more than a few inches away from it. It also has by far the worst microphone and struggles to hear me even when I'm in the same room. The 3rd generation echo dot in the other room reliably hears me better than the flex that is 20 closer.",By far the worst echo ever
Echo Flex - Plug-in mini smart speaker with Alexa,1,3,Reviewed in the United States ,20-Jan-20,Mike,"So initially I thought this would be a great addition to my garage as a smart speaker. I thought to my self it’s small, doesn’t need a cable or a desk to be displayed on (mounts directly to the  wall vía it’s plug), and it should fill the garage with some smart tech easily, only that wasn’t exactly the case. My main gripe is with the sound quality, it’s awful and basically ruined the product (Especially since it’s all about voice activated features and doesn’t have a screen). Alexa sounds hollow/awful and music sounds even worse. There is limited to no bass and the mids/highs aren’t anywhere (good) to be found either. That being said, there also aren’t enough redeeming qualities to make this a well rated product. Yes I did pay a decent price on it (Amazon had a 50% off sale around the end of 2019) and it has a built in USB port on the bottom. So then you’d think that’s cool it was cheap and there is a port (basically giving you an extra charge outlet for a phone or something) and yeah I’d agree with that thought process, then I noticed the two official add ons for the USB port (a night light and a motion sensor) are half the MSRP of the unit and honestly should have just been built in (with a better speaker). Then, and only then, would this have been a 4 star or better product but instead it’s barely a 3, more like a 2 star product if you paid full price. I’d say wait for gen two or another steep discount before you buy this thing.",Half baked “smart” speaker...
Echo Flex - Plug-in mini smart speaker with Alexa,1,1,Reviewed in the United States ,20-Nov-19,TBS,The concept of this is nice but the sound quality is not good at all. I wanted it for my office to listen to music but it's not great for that. Echo Dot has much better sound quality.,Nice Concept but Lacks Decent Sound Quality
Echo Flex - Plug-in mini smart speaker with Alexa,1,3,Reviewed in the United States ,21-Nov-19,Ashley N Ward,"I was SUPER excited to have an echo I could easily plug into my bathroom wall. I even ordered this a month in advance. However, when they say ""mini smart speaker"" they really mean MINI smart speaker. Even when you do the ""level 11"" secret volume, these are still so quiet. I have a regular echo dot (3rd gen) and the volume is perfect. However, I have a vent fan in my bathroom that turns on when I turn on the light and I can barely hear it over the fan. I'd expect that if the volume was at a 5 or 6, but a 10 or 11? The sound quality is even a bit fuzzy despite being so quiet. I don't expect it to be as loud as a normal echo, but it's big enough they could have added better speakers. Very disappointing.",Way too quiet
Echo Flex - Plug-in mini smart speaker with Alexa,1,3,Reviewed in the United States ,26-Nov-19,Ashley,"I think these might be a little expensive for what you’re getting. I mean it’s a nice concept but the sound quality is horrible. I expected it from a small device but at least it’s nice to put in a small space. I put them in the bathroom so I can make announcements that dinner is ready or something like that. I’m planning on playing some Christmas music on it for the bathroom which I think would be nice with the decorations I have in there. Definitely wouldn’t be able to hear the music if you were in the shower tho. If you could, it would be very faint.",They’re okay but not necessary.
Echo Flex - Plug-in mini smart speaker with Alexa,1,4,Reviewed in the United States ,24-Feb-20,capo,"I have Echo devices of one kind or another in every room and have had others that I’ve decided to let go (original Echo and Echo Auto). They’ve all performed their smarthome duties acceptably well. My biggest complaint across the board is sound quality. Alexa always sounds like she’s talking to you from underneath a pile of pillows. Bass? Sure, on the Echo Show, at least. Treble? Nada. Sure, you can use the app’s “equalizer”... but it’d take an oscilloscope to detect the minuscule difference that makes in the sound quality. I’d given up on getting any more devices... until I saw a review of the Flex on Paul Hibbert’s YouTube channel... he liked it, but said (I think) that it sounded ‘trebly’. Trebly?! That’s a magic word to my ears. I ordered one up and found that it indeed sounds ‘trebly’ (call it tinny of you like) but who cares? Who seriously listens to music on these tiny little devices anyway?! I can understand what Alexa says now - all the plosives are there. I still wonder why Amazon can’t tune the rest of the Alexa enabled devices for better higher frequency clarity.","Treble! Hooray, I can understand Alexa now!"
Echo Flex - Plug-in mini smart speaker with Alexa,1,4,Reviewed in the United States ,16-Dec-19,Consumer Advocate,"Compared to Echo Dots, the Echo Flex is a good space-saving idea but the microphone(s) were unreliable and the speaker was a joke so the 1st one I ordered was returned. NOW in 2020 ... I decided to give Echo Flex a 2nd chance. Either they improved the device considerably or the first one was defective because the 2nd one is WORKING LIKE A CHAMP!",Nice case design improved microphone & speaker ?
Echo Flex - Plug-in mini smart speaker with Alexa,1,2,Reviewed in the United States ,22-Nov-19,JC Fazzone,"As with all Amazon product, it is better to wait for next generation products as with time the products do get better. This item is a disappointment with sound and volume control. While it fits in small spaces, it’s worth while to buy an Echo Dot with mounting bracket. Very disappointed that 14.99 is necessary to purchase the night light. Not recommending this product.☹️",Will pay to wait
Echo Flex - Plug-in mini smart speaker with Alexa,1,3,Reviewed in the United States ,23-Jan-20,Jason H.,"After writing this review and rating it 2 stars, I received a call from Amazon.  They wanted to tell me that the speaker on the Echo Flex is not meant to be the main audio source.  The intent of the design is to use Bluetooth to connect to an external speaker.  This would, of course, resolve my concern with the sound quality, so I increased the rating to 3, or okay.  But in thinking about the Flex alone, I don't think I would rate it as good or great, because it has limited appeal without additional investment. I'm not particularly fond of the idea of adding a speaker just to have this device, because I could buy a Dot instead.  However, I concede that there are niches where this functionality and price savings would be useful.  For example, after thinking about it further, I realized that I could connect it to my Bluetooth enabled treadmill and have Alexa right up front for music or any other questions I might have without having to mount an Echo Dot on the wall.  The Flex plugs in securely to a wall socket and leaves the second outlet open.  It's not heavy and doesn't sag like some two-pronged, heavy transformers do. Installing this was a simple as unpacking it and plugging it in.  It had already been integrated into my account and the WiFi login was automatic. Notifications cause the LED to blink brightly.  It's much harder to ignore it, when you already know what the notification is.  You have to ask, what's my notification, in order to clear it. The sound is like a cell phone's speakerphone, and is hard to listen to.  This device would go best in a garage or out of the house, where you might want access to announcements or activating guards, but not where you want to hear it every day.  (edit:  you are expected to connect to a Bluetooth speaker by design) Giving plenty of space in front of the device helps with communication.  Putting it in a tight space can cause echoes or chirps and clicks that interfere with it.",For someplace you won't need to listen to it every day.
Echo Flex - Plug-in mini smart speaker with Alexa,1,5,Reviewed in the United States ,1-Nov-20,Sandra Knight,"I have had this for a year and it works flawlessly.  I use it for alarm time setting when I am cooking, playing music, weather, getting correct time and date, movie listing, etc.  I find it play music loud enough for me.  I have it in my living room, and can hear it in bathroom, bedroom and kitchen.  Of course I live in a 1000 sq ft. apartment and the sound is very good.  When I am talking on phone, the other party on line says they can hear it very plainly so it is loud.  Don't know why the comments say its bad for hearing, must have an extra large house.  Right now its so loud that I have to have Alexa turn it down some.  I also have the night light attachment and it comes on automatically at dark and in the morning I have to tell Alexa to turn off light.  And that works perfectly also. I just love it. You will too.",Wonderful Little Alexa
Echo Flex - Plug-in mini smart speaker with Alexa,1,2,Reviewed in the United States ,19-Nov-19,Fabriezy,In a quiet space the speaker is loud enough to hear but just barely and it sounds terrible.  I get way better sound from my phone so forget using it for anything but giving Alexa commands.  Maybe for a hallway with the nightlight option but even then I think I would rather have a Dot so I could use it elsewhere if I wanted.,For most a Dot with a mount is the way to go. Heres why...
Echo Flex - Plug-in mini smart speaker with Alexa,1,5,Reviewed in the United States ,18-Nov-19,Ella Belle,"I just got my Echo Flex - Plug-in smart speaker with Alexa this morning and I'm already totally in LOVE with it! With it I also bought that ""Made for Amazon"" THIRDREALITY Smart Night-Light for Echo Flex, and I love it too! I had been wanting to put an Echo Dot in a very tiny bathroom, but I was trying to figure out how, since I have no counter space and didn't want to use up my last outlet. Then, along comes this Echo-Flex thingy, so I decided to give it a try. I've been super delighted with it all morning long! I love how it just plugs right into an outlet and is totally out of my way but still basically does most of what the echo Dots do. I had a regular nightlight in the room that took up an outlet socket, so this new Smart Nigh-Light was a great solution because it plugs right into the bottom of the Echo Flex, so just the Echo-Flex is using that 1 outlet now. It's so cool too because I can ask Alexa to change the lights colors! I've bought 4 of the Echo Dots for my home and I am in love with all of them. This Echo-Flex is just a smaller version that is so perfect for small bathrooms, laundry rooms and basically anywhere else where you just don't have counter or table space for an Echo Dot. I also love how easy it is to set these devices up! Just be sure the little box below the ""Add to Cart"" and ""Buy Now"" buttons is checked ""Link to my Amazon account to simplify setup""! It really does simplify the set-up wonderfully! Anyway, I am totally loving this new Echo-Flex so much and I already have ideas of getting some more of them for other tiny places around my home that I had not considered before. These things are just so helpful AND so fun! UPDATE 08/16/2020: I've now bought 4 of these echo Flexes with the nightlights. One for the laundry room, one for my Kitchen and 2 for my small bathrooms. I use these every day and they have become indispensable!  Sure, the sound is not super great for music, but the fact that these are not stealing any counter space is paramount for me. I have other Echo's in other rooms for music anyway. I love these things! UPDATE 10/13/2020: I am STILL in love with these cool little Echo Flex gadgets!  I use them many times daily! A great size for small rooms like Bathrooms, laundry rooms, store rooms, mud rooms, garage, even out in our woodshed! I happily got more today on Prime Day! Thank you Amazon!",Awesome Alexa Solution For Small Rooms!
Echo Flex - Plug-in mini smart speaker with Alexa,1,5,Reviewed in the United States ,18-Nov-19,Carmchocolate2,"Nice addition to the Echo family.  Perfect size for the bathroom without having to deal with cords.  You can't expect big sound from this small device, but it serves its purpose.  I am able to set reminders,  timers, alarms,  and add things to my shopping lists while getting ready.",Perfect size for small places
Echo Flex - Plug-in mini smart speaker with Alexa,1,3,Reviewed in the United States ,6-Dec-19,Mr Huskey,"It is very bulky robbing room from other items you might want to plug in.  The speaker quality sucks.  No where near as good as the Echo plus speaker.  Playing music on the Flex's built in speaker sounds like listening to an old transistor pocket radio.  It does pair easily to my blue tooth speakers which sound really good. Motion detection works, but is almost useless until the Amazon Alexa app matures a bit more.  Settings in the app are too cumbersome to want to use at the moment.  Controlling a light seems easy enough, but I wanted it to turn on a Wyze switched outlet.  I had to create a new group... assign the Wyze switch to it... create a routine to turn on the group.  There was no skill that let me just turn on/off the switch without creating the group first.  Seemed like way more hassle than it should have been. The night light seems nice, but I haven't spent much time playing with it yet.  I just picked the first color that was bright enough to fill the room.  Too bad you can't have motion sensing and the night light in one module.  I really only want the night light to turn on when I step out of bed in the middle of the night.",A very minimalistic  Echo device
Echo Flex - Plug-in mini smart speaker with Alexa,1,1,Reviewed in the United States ,1-Dec-19,Tech Gospel,"I wasn't expecting it to be as loud as the Dot 3 or anything... but I was hoping at least as loud as the 2nd gen Dot. It was barely audible plugged next to the bathroom sink standing 2 feet away... even less so in the shower. Although you can plug an external speaker to it, it defeats the purpose of it. It could work if you prefer using an external speaker (3.5mm will support drop-in, bluetooth will not) and just want to plug something in the wall and not worry about cables. But overall, I was disappointed and just swapped it for another Dot.",Barely audible
Echo Flex - Plug-in mini smart speaker with Alexa,1,5,Reviewed in the United States ,1-Dec-19,D. Coral,"I set up this cute little Echo Flex + Motion Sensor in the garage.  It was easy to add Routines in the Alexa app to turn On and Off the WeMo light switch for the garage light.  I had this automation ready to go in about 5 minutes.  It’s real nice to have the garage light come on automatically whenever I open the garage door.  I also set it to turn off the light after no motion is detected for 1 hour (choose any time period). You can also have the motion sensor activate an Echo device to speak a custom phrase, give a news flash briefing, traffic report, play music, etc. There is a setting to specify the time when the motion sensor should perform the Routine (anytime, or between a certain time period) and to suppress a repeat of the Routine for a configurable time period so it won’t keep doing the same thing every time there is motion, if you don’t want it to.  For example you can have it give you the traffic report or news briefing when you enter the bathroom in the morning but only if the motion happens between 6-8am. This is super useful — after trying out the first one, I’m going to buy a few more to play with around the house.",Motion Sensor is Handy!
Echo Flex - Plug-in mini smart speaker with Alexa,1,5,Reviewed in the United States ,1-Dec-19,Spyder2014,"If you are looking for a quality speaker to listen to music while you are in the bathroom or kitchen... pay a little extra and get an echo dot. The flex is perfect if you want to add another echo device for the sake of controlling smart home devices, taking advantage of the guardian functionality or for the occasional drop in. You also get the added functionality of either a motion sensor or night light with the available accessories. We replaced our bathroom night light with the flex and it is great! The light accessory gives off more light than our old night light and my wife loves the different colors you can choose due to the built in rgb LEDs. I tested the drop in feature as well and it was loud and clear while talking to my wife in the next room. I highly recommend the flex if you want an additional echo device in a bathroom, kitchen or spare room and don't want the hassle of hiding the cables, or if you want to add motion sensor triggers or a night light to a room.",Perfect... for what it is!
Echo Flex - Plug-in mini smart speaker with Alexa,1,5,Reviewed in the United States ,12-Jan-20,Debra T,"I am in the midst of setting up an Alexa eco-system in my home. I have a Fire TV, first generation Echo, Fire Tablet, Echo Show 5, and several smart plugs. I wanted an Alexa-enabled device in my bedroom to do the ""basics"" ... respond to my voice commands ... and to turn the smart plugs on my bedroom lamps on and off. So I got an Echo Flex. I set it up in less than a minute, and soon it was turning my lamps on and off, telling me the time, answering my silly questions and telling me jokes! People, this is how technology should work. The world would be a much techno-friendly place if all technology was this easy to set up. I didn't get this for the sound quality of an Echo or for the screen time of an Echo Show. If I had wanted those features in my bedroom, I would have spent more more money to get them. I can never figure out why people buy an entry level product here on Amazon that does ""the basics"" and then give it a bad review when it doesn't do everything the ""cadillac version"" does. Sheesh. What I love about this product: --It's a great price. --It does what it's intended to do. --It can be enhanced with a bluetooth speaker, a nightlight or a motion detector. --It's out of the way. --It only takes up one outlet. The other one is still available for use. --You can plug in a USB device to it, like a smartphone, to charge it. What I dislike about this product: --Nothing. Because it does what I bought it to do. In my book, Amazon gets big kudos for giving buyers options for different features and price points of their Alexa product line.",Works great for its intended purpose!!!
Echo Flex - Plug-in mini smart speaker with Alexa,1,1,Reviewed in the United States ,27-Nov-19,Amodeus1971,"Besides the speaker being small and sounding like garbage the Flex has gotten better over time. The motion sensor I have come to like now that I have adapted to it and they have seemed to iron out some of the problems. My main problem now is they limited the use of it because they are only allowing you to own two of these with the motion sensor per Amazon account unless you have a business account. No other explanation besides they tried to get me to sign up for an Amazon business account. I have one in my bathroom and wanted to put two in my kitchen are because there are two entrances and I wanted to make my lights fully motion-controlled in my kitchen. I can do this to a point with Wyze Sense but I don't want any more cameras inside my living space than I need to have, which are the two on my rear windows as the other security cameras are all outside. This imitation severely limits the usefulness of this product.",Rewritten review
Echo Flex - Plug-in mini smart speaker with Alexa,1,1,Reviewed in the United States ,24-Nov-19,Michael,"The worst Amazon Echo Product to date. Would never recommend. Really wanted to have this, but sound quality is terrible, microphone is horrible",Horrible
product,verified,rating,location,date,author,content,title
Echo Flex - Plug-in mini smart speaker with Alexa,1,5,Reviewed in the United States ,29-Jul-20,Moore Family,"I got the Echo Flex to go along with weatherproof Bluetooth speakers on our covered deck. I Love that there are no external cables, and it's easy to unplug and take inside. The Bluetooth connection has been rock-solid so far. Things stay pretty dry on the deck, but rain does come in from the side during heavy thunderstorms, so I designed and 3D-printed a simple cover for the Echo Flex to keep it dry. So far it has stayed totally dry. If you're interested, search thingiverse dot com for ""Echo Flex Splash Guard"" and you'll find it. As far as the Echo Flex itself: I'm very happy with it as a way to play music and podcasts over Bluetooth speakers. Previously, I tried using a Google Home Mini (in a zip-lock bag) and it kept disconnecting constantly. While it's great to ask for the news, weather, etc without needing a mobile device, the voice interface can be very awkward for getting certain specific content (podcasts, albums, etc). Most of the time, you end up hearing something similar to, but not quite, what you asked for. For that reason, it's nice that you can cast to the EF from the Amazon music app. Regarding voice recognition:  we do have to yell at it a bit more than the Echo Dots inside the house. This may be due to the rain cover blocking some of the sound and/or sound dispersing more outside than it does inside. Still, not a big issue. We're in a pretty secluded area, so I'm not that worried about security, but I get that this would be an issue for folks in more crowded areas. As is well documented, anyone expecting much out of the internal speaker would be very disappointed. OTOH, it's nice that Amazon chose to release a low-cost/high-function product and still make it easy to connect to external speakers with the 3.5mm or Bluetooth interfaces. Overall, given the price, size, quality and the way I'm using it with external speakers, I'm extremely happy with the Echo Flex.",Works great with external Bluetooth speakers. 3D Printed cover makes it more weather resistant.
Echo Flex - Plug-in mini smart speaker with Alexa,1,1,Reviewed in the United States ,22-May-20,Average Joe,"I purchased this product to extend Alexa function with my existing echo dots. I like the dots, but I was attracted to this one because of size, price, and the ability to attach another supporting device such as the motion sensor (which I also purchased). The sound volume is horrible. I was rather impressed with the dot's volume level and sound quality for their size and figured since the echo flex is roughly 60% the size of the dots, then I would have to accept around a 40% loss of volume and sound quality. WRONG!! Try about a 90% loss. Really, the volume from the flex is about the same quality and level as your cell phone is with the volume (of your cell phone) set to 10-15%. Seriously, the echo dot two rooms away can be heard over this echo flex in the same room. Next, the echo flex often loses wifi connection. For example, the two echo dots I have lost wifi connection about 6-8 times last year (collectively). More the half of these instances were for legitimate reasons (power outages mostly). The echo flex has lost internet connection more than twice this week alone (or so sayeth my phone notifications). The echo flex is only about 25 feet away from the router. The echo dots are 18 and 35 feet away from the same router. Why the flex loses wifi connection so often is unknown to me. The motion sensor add on does work. It's just that it stops working now and then. I actually sent the first one back after this happened and got a second one when it did the same thing. It took me a little while to figure out that it would begin working normally after the echo flex was unplugged, then plugged back in. In hindsight, I feel like the motion sensor I returned was not defective and that it is, in fact, the echo flex that is the heart of the issue. The echo flex motion sensor add on combo isn't reliable enough for security purposes. I feel like the echo flex was rushed into production before it could be fully developed. It doesn't have the refinement that the other echo products I have used does. Could a firmware push solve some of these issues? Probably, but I feel like the low volume is inherent to the design and cannot be fixed with software.","Low volume, product needs further development"
Echo Flex - Plug-in mini smart speaker with Alexa,1,5,Reviewed in the United States ,18-Oct-20,LiveWithTech,"I have 3 echo dots in my home along with 1 echo show, 1 echo auto & 1 Alexa in EcoBee thermostat. Also, I do have 4 google home mini. The echo devices have multiple pros compared to google home and is a must in any smart home. I installed this in my guest bathroom. Now when coming from a full-fledged device to this echo flex, definitely there are differences. My 2 cents below: Pros: - Alexa integration to all 3rd party devices works the same as all other echo devices and to set the routine is a cake piece - It Is a modular device with multiple attachments available that can go along with the device, like a clock, motion sensor, night light, etc. All other models miss this modularity - Well built product - Takes only one space on a 2-prong device, I was able to use Air Wick diffuser and Flex on a single board - Very reasonably priced Cons: - Sound is very feeble and meant for small rooms only. Listening to music is not a great experience on this device - Echo flex doesn't have far-field view technology as echo show does so sometimes it fails to trigger the recognition if you face the other side and speak",A must have voice assistant device for any smart home !!
Echo Flex - Plug-in mini smart speaker with Alexa,1,4,Reviewed in the United States ,20-Dec-19,l33tDad,"First of all, this is our 5th Echo device and have been more than happy with all of them, but as the headline says, it has it's flaws. First of all, don't get this for the sound quality as you will NOT be happy. The speaker is adequate for ""general"" things like announcements but is very small making music sound about as good as an inexpensive cell phone. However, I have this connected through bluetooth to a small amplifier in a kitchen cabinet which powers a couple of ceiling speakers and for this, it's fantastic. The nice thing about this device is that since it plugs directly into a wall outlet, it takes no table/counter space Why didn't I rate 5 stars? Well, the sensitivity for voice recognition is no where are good as our other devices. It's almost like I need to make it a point to speak loudly and clearly at the device for it to recognize that I'm trying to give it a command while our other Echo's can hear me from across the room looking the other way. If Amazon were able to fix this with maybe a firmware upgrade, it would be 5 stars. Other than that, it works great.","Works great, but has it's flaws"
