product,verified,rating,location,date,author,content,title
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,5.0,Reviewed in the United States ,06 Jun 2020,Victor Lee,This is the 2nd generation ring not the ring 2. I got confused and bought a spare battery. It turns out you can’t change the battery. So that kinda sucks but I am also one of those people without doorbell wiring and stuck with battery. But it all works fine - very easy setup and they provided a drill bit too - which surprised me.,Ring 2nd gen NOT ring 2. Battery can’t be changed.
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,2.0,Reviewed in the United States ,09 Jul 2020,Rick grimes,Update..... After writing this review I was contacted by Max of the ring team. He has bent over backwards helping me solve the problem. Customer service is amazing. I would give 5 stars for that. I will update again if problem is solved. I am not impressed with this product. I have a porch connected to the front door. I installed the ring doorbell and the only time I see someone come is when they are right at the door or the first step. And most of the time I can see them leaving. It was recommended that I buy the wedge and that did not do anything as well. I tried multiple points on where to install it and different heights. Finally I found the height that I wanted because I was able to see on my lawn if someone came. I kept testing it for hours.but the next day I went right back to only getting it if someone was right on my step. I wanted more than that I wanted to see people deliver my packages. I don't want them right at my door I want a heads-up. This will help if you want to catch someone if they go right to the door but if you want to see them coming forget about it.,Good only of you want to see someone right at the door
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,21 Jun 2020,Marvina Mayhugh,Have had this up for a few days. Won’t stay connected to the Internet bought extenders. And still no connection. Keeps dropping if this keeps up I’m returning it.,Not happy
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,5.0,Reviewed in the United States ,13 Jul 2020,manatee,"Prior to purchasing, I watched several videos showing how to install the Ring Doorbell.  This unit does not utilize the same instructions as the original unit. Videos implied that I could expect the unit to be shipped with a mounting wedge, mounting screws, screw driver, wire extensions and a diode.  This unit did not come with the mounting wedge, wire extensions or diode.  I needed to mount the doorbell on an angle so ordered a separate mounting wedge  I managed to wire the unit with the existing wiring,but installion would have been easier if extensions were available. Apparently the diode is not required with this unit since the written instructions do not mention it. Bottom line, the unit was easy to install and set up.  I am please with it’s operation..",Not quite the same as shown on instructional videos
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,23 Jun 2020,Kandice,"I had written a more detailed review, but Amazon wouldn't post it. The doorbell only records 20 seconds worth of video when motion is detected. It's not long enough to even see a delivery happen in full. There's no way to change this, per my call with ring support. I am returning this and the one I ordered for my mom as soon as that one comes.",Only records 20 seconds of video
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,08 Aug 2020,LP,"My original Ring has been OK enough that two years later I decided to add a Ring 2 because it was on sale. Today, 30 days later, I get the “your trial has ended” message. I thought the trial was just to keep videos in the cloud. Instead, this camera is now rendered useless for anything but live viewing. Plus I now am getting “this video is unavailable” for Neighbors posted videos. My original Ring was even cut off from recording! After two years! Complete waste of money. On top of that, this stupid camera hasn’t caught motion unless the person/subject is doing somersaults a few feet in front of the camera. *Do Not Buy!* I want a refund, Amazon! Not happy at all.",RIPOFF! Paid subscription is mandatory to utilize anything but live view
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,15 Jul 2020,Nomore privacy,"Update:  after ""using"" for about a month I took another star off.  Motion detection is worthless.  I get notifications but by the time I can log on whatever the motion was is long gone.  Look at the recording--no good either nothing there.  I am certainly NOT going to pay $3 per month in perpetuity for this (almost) useless device. I DO NOT recommend. Wanted to like more obviously.  The reaction time is so long that without paying $3 per month there is no way to ever see what caused the motion alarm.  I don't really want to pay forever.  Wish I hadn't purchased it to replace a cheap camera that recorded and saved video for free.  Camera is fairly good just as a camera.  Also they start three free trial when they ship or when it arrives but not when it's first installed so I missed out a week or so.",Meh
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,5.0,Reviewed in the United States ,08 Jun 2020,robert moore,i love my ring video door bell..it has night vision witch looks awesome..i was about 80 miles from my home it my phone went off showing me that someone was at my front door..it rings 3 places on my phone on my computer and at the door..it's just awesome to feel safe at night..and it records every thing..it was so easy to hook up to my doorbell wires...they give you extra parts and it helps you get started with a push of a button on the back...,room with a view
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,07 Jul 2020,Ross King,Buyer beware!  There is a subscription fee this device.  And it is tiered based on the number of devices you have.  I bought our first one without seeing the subscription fee.  Bought the second one seeing that there is a subscription fee but thought the original subscription would cover the second door bell.  IT DOES NOT.  I pay 36 dollars a year for the first device and now will need to pay 100 dollars a year for two.  We are going to sell these off and go with Nest or another door bell.  Motion detector doesn't work well and the night vision is not great.  I do not recommend this door bell or service.,SUBSCRIPTION FEES
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,04 Jun 2020,Clifford P.,Expectations on delivery. Reviews from consumers on this particular item date of reviews and date of purchase. I'm hoping as a consumer and I will review when received that this is truely the New gen doorbell.,Product reliability
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,2.0,Reviewed in the United States ,17 Jun 2020,aaMichael,"Initially, I was pleased with my purchase. Ordered what I thought would be an additional battery. Installation was a breeze, setup without a hitch. 3 days later, battery down to 30%. I took my freshly charged ""additional battery downstairs to make the exchange, only to find out I have been hoodwinked and bamboozled... battery is irreplaceable; entire unit has to be removed and connected to usb power source. Errrr",Battery is not replaceable
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,12 Aug 2020,Suwanee Mom,"UPDATE: I am equally disappointed to learn that you MUST purchase the subscription plan. I thought it was optional, but you aren't able to see the video recordings without the plan. Maybe I missed it, but it seems like once you buy the product you're forced to pay additional for the subscription. Again, not like my Arlo cameras; the videos are just emailed to me - no need for cloud storage. Orig Review: So regretting buying this. I use Arlo cameras and thought the Ring doorbell would give me another level of security, but it was a huge regret. First the motion is off, I've watched the YouTube videos and instructional videos to fix it, but I only get people walking away. The angle shows directly in front and then the entire skyline, not my porch and packages below. I've read there's some angle device I can buy to add-on, but why bother when it doesn't hold a wifi signal. I even moved my wifi extender near the front door, but whenever I go for live view it's processing... so frustrating! Everything is so delayed that it's pointless to have honestly. The night view is so dark that I don't even try to look when the alerts go off at night. I just roll over in bed and pray no one is breaking in because Ring won't show me anything useful and I have my porch light on. I have my Ring hardwired, but it still loses battery frequently, even when I decreased my motion settings. I feel like it was a waste of time, effort and money. Very disappointed and I know they can do better.",Does Not Live Up to the Hype
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,5.0,Reviewed in the United States ,11 Oct 2020,Mr. Crunchy,"I’m not a tech nerd, but fairly handy. Set up is easy, install is easy. If you are wiring into an existing doorbell connection, yes the old doorbell wires keep the battery charged and keep it running. You only have to do the initial install charge. Took a while to tinker with the motion detection sensitivity and notifications, but they work well. The annual Ring fee for being able to watch “past” events and share videos is $30/yr. If you don’t subscribe, you can only watch live. Unit is pretty big (that’s what she said), so make sure you have a space to physically install it.","Easy set up, works well"
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,3.0,Reviewed in the United States ,27 Jun 2020,Rosi Fig,"I was very excited to receive this ring doorbell, but I am a little disappointed. Let start with the positive things: the picture quality is very good, even night time. The set up is very straightforward and the installation very easy. Not so good: the motion detector is not very reliable. Sometimes works, sometimes don't. Has a delay of about 10 seconds to advise you of the motion. The other day a guy from Amazon was delivering a package and when I receive the motion notification he was already in the truck and record him get in the truck and leaving. What the heck!!! what is the point of the camera if I can't see the person's face!!! Also the app saying that doorbell has a poor connection to my wifi. I don't know why. I first connect to my router and when I see the bad signal I changed to my extender that is literally 5 feet from the doorbell. All my other devices works perfectly and have a great connection with extender, except the doorbell. Contact ring and they said I should buy the ring chime pro wifi extender. What for if I already have a extender close to the doorbell?? More money to spend!! No sense and not very happy!! Also be aware you have to take off from wall to charge the battery if it is not connect wired.",Motion sensor not very reliable!!!
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,09 Jul 2020,New Mrs JR,"Bought this to replace our older version. The frame is wider but it definitely is not an upgrade as far as motion detection. Sometimes I get a notification but nothing is in the frame. Other notifications I get is from when the person is already walking away, or them actually already ringing the doorbell. It hardly ever picks up people walking up to the door or even standing on the porch. Might as well not have it cuz it won’t catch anything anyway. Edited to add: apparently (from what we were told, did not get to try it out) it works better if it’s set up at an angle. We had it on top of our doorbell which is directly next to the door and not angled. Max from support was very helpful in troubleshooting this product but we still ended up switching to a Google Nest and it is AMAZING.",Not an upgrade
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,08 Oct 2020,Sitpaintandplay,Your browser does not support HTML5 video. I’m not gonna lie I was super excited about getting this app and the device that goes with it but so far it really has impressed me all that much there are some days I can walk literally straight up to my door open the door and walk inside and I’ll never catch me once but then the neighbors cat can walk across the street and then I’ll pick that up on the backside of the house.I’m not gonna lie I was super excited about getting this app and the device that goes with it but so far it really hasn’t impressed me all that much there are some days I can walk literally straight up to my door open the door and walk inside and I’ll never catch me once but then the neighbors cat can walk across the street and it’ll pick that up on the backside of their house But then there are other days it’ll pick up every single car that drives by 65 times in our neighborhood and go off 150 times and run his battery out. So all in all it’s just super inconsistent and the things you want to catch it doesn’t catch like a while back someone stole a package and I never picked it up but then like I said little worthless things like my neighbors cat or me casually just walking across the yard or something like that it’ll pick up.,Hit or miss but mostly miss
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,3.0,Reviewed in the United States ,12 Jul 2020,Cindy,"This really grinds my gears. The product design on this new ""improved"" version of the original ring doorbell is so baffling to me. While the set up was easy, I don't understand why they would change the wall plate set up. I had my original doorbell hard wired to my existing doorbell. I did not want to worry about charging it. That said, my wifi connection tends to go offline quite a lot, thanks to Comcast, who happens to be the only internet service provider in my area. And, many times I  have to remove the door bell to reset the network setting, which is something I should not have to do if Ring did not require it in their software design. Now with the new ""improved"" design, I can't just remove the doorbell, I have to unwire it as well. The existing doorbell wires are small and can only take so many rounds of maneuvering the wire before they wear out and break. Geese Ring, WTH, at lease with the old design I did not have to tinker with wires to reset the network after an internet outage or something. 🤬😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬.  If you wanted to improve the camera, did you really need to change the wall plate. Did you really need to change the way this thing physically connects to the building in order to get a better camera resolution. 🤬 I didn't have to drill any new holes, you got that part right. ***************************************************************************************************************** 10/3/2020 Just wanted to pop back on to review exactly what I already knew would happen. After a power outage for 5 days due to hurricane Laura, I had to reconnect my ring doorbell to wifi and go through all the set up steps again like new. First off, I have the original ring door bell that was redesigned and included updated features. Problem #1 I had to remove the door bell, press the orange button. What's wrong with that? I have my doorbell hard wired to my home to use my in home chime. The new design has the screws connected to the back of the doorbell. The old design had the screws for connecting to your home wires, to allow constant charging, connected to the wall plate. That was a design that Ring developers should have left alone. It was soooooo awkward and tedious trying to line the home wiring up with those tiny screws and a nut case job of trying to screw it all back together. If your home wires are short, good luck trying to pull this off. If you are the kind of person who likes to pop off a few cuss words at home projects that should be simple but turn out to be a frustrating time drain, this is not the doorbell for you. Why does making updates have to mean screw up the  parts that work. While I appreciate the 1080p video quality, I never had to bother the home wires on the old wall plate or the screws connecting my home doorbell wires. What a stupid, stupid idea. If I sound pissed I'm. I got it all connected, but it's totally coo coo crazy to have to go through in the first place. What a sick design!!! I could go on .. but seriously Ring what a crappy design.",Product design is flawed - This is on an upgrade to the original Ring doorbell.
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,29 Aug 2020,G Bean,"Doesn't record long enough to get anything useful when you're actually being robbed. I was still actively being burglarized and it stopped at 20 seconds. Would have been nice to get a license plate....but no, guess that's not important.",Waste of money
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,4.0,Reviewed in the United States ,06 Sep 2020,Matthew F.,"Very easy to install. Very easy to use. Nice crystal clear picture. App is straight forward. I recommend hard wiring it, because battery life is very short. If you don't have existing door bell wiring, you can buy an AC power adapter on Amazon. I also LOVE the way it's tied to Alexa and she says ""Someone is at the front door"" when a visitor pushes the button.",Nice!
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,5.0,Reviewed in the United States ,24 Jun 2020,Erin Hayes,"So pleased with this doorbell! We bought this because of recent activity in our neighborhood. I have to say that the motion detection on it is amazing. I had to adjust the motion ranges though because it kept picking up when our neighbor (directly across the road from us!) would open her door! I wouldn't be able to tell what ""motion"" it was picking up on at first, but when I zoomed in, I realized it detected motion THAT far away and had to reset the motion settings. I love the ""people only"" option that it has and it allows me to focus on what is truly important instead of having alerts every time a dog or cat runs across our yard. The customization of the motion settings and privacy settings have really come a long way since the Ring first came out and I'm very happy with the result.",Comforting and Helpful
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,16 Oct 2020,Matthew Vosburgh,"I've got an original Ring 1 and a Ring 2, installed at different homes without trouble. My Ring 1 after some years was becoming unreliable and going offline so I ordered this ""2020 version"" Ring to replace it, actually thinking it was a Ring 2 on sale (the Amazon description was very vague).  It is in fact the 2nd generation of the Ring 1. It has a different mounting plate,  a fixed battery instead of a swappable one, is wired in differently etc. It's quite different from the gen 1 even though it looks very similar from the front. I open the box and see that the product is covered in warnings not to use the long screws supplied to attach the doorbell to the mounting plate, you must use the short security screws for that. Apparently some people have used the supplied long screws in the wrong holes, and pierced the internal battery, which is dangerous. Well that seems like bad design in the first place, not a problem you patch with warning stickers. I start the install. First problem is I can't remove my old Ring 1, as the special screws on the Ring 1 gen 2 are different, as is the supplied screwdriver. I call tech support and they tell me I need a TORX 6 screwdriver. A week later I come back to the house with a T6 and remove the old bell. Fitting the gen 2 is much more awkward than a gen 1 because it requires much greater length of free doorbell wire than the original, because you have to connect the wire to the doorbell itself, not to the mounting plate. This also makes it hard to take the gen 2 doorbell on and off, e.g. to charge the battery. I go and buy wire, connection screws, electrical tape, to extend the doorbell wiring. I wire up the doorbell.  Now it is hard to get it into place on its bracket because the required  loose wire behind it gets in the way, unlike the gen 1. Eventually I get the bell in place, press the button. It rings the elecronic chime, and notifies my phone but it does not ring the physical doorbell, which my Ring 1 and 2 both do. I check the connections but it still won't actually ring the physical doorbell, like every other Ring does. That's the last straw, I take the gen 2 off the wall to return it, remove its bracket, re-install the original Ring 1, which I think just needed a good charge on USB anyway. I tried to return the Ring gen 2, but I am past the return window. Well if I'm stuck with this cheap nasty version of what was once a good product, Amazon is stuck with this review.",Lower quality than other Ring doorbells
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,06 Aug 2020,Big Mike,"Returned due to the fact that only 1 smartphone has full features access (2way communications) all other smartphones can hear but can't respond??? So I guess if you are single this would work for you and its NOT easy set up it took ALL of almost 5hours with ring customer assistance to only find out only the ""OWNER"" smartphone has 2way communications all others can not respond! to me it's not worth the hassles on the price I DON'T usually don't like to give a bad review but this is not what I would call a security system for a family setting",Do your research before purchasing a system
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,25 Jun 2020,Whylie,"I got this 1 bc my original ones charging input got bad. I wished I'd have read these reviews 1st. By them changing the way it attaches to the new style mounting bracket you're able to get a fingernail between the unit and bracket and dislodge the entire unit leaving it apt to be broken off the wall. Why they felt changing the way it mounts would provide improved performance quality, they're sadly mistaken. I'm sending it back to Amazon for a refund and just wished I could find a 1st generation again. This isnt worth the time. I absolutely HATE this new ""design"", they really blew it.",Comes off the bracket with a fingernail in the gap.
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,5.0,Reviewed in the United States ,10 Jul 2020,charles w.,"Great product, don't  Waste time and effort on the other brands. Very easy install wired right in where my existing doorbell button was, I had to extend the wires Slightly but it was no big deal at all as I already had everything I needed to do it on hand.  The packaging did indicate but there were provided wire extenders but there was not, but thats definitely not a big deal considering you can even install it wirelesslyand just recharge it periodically.  As I said we already had a wired doorbell but if you do not it can be used with the battery and echo dots work well as chimes, So if you already have a dot and no wired doorbell you don't necessarily have to buy a chime to go with it, we use it so we can hear it in the laundry room or when I'm in the garage. We don't have amazing wifi and havent had issues with it connecting yet",does absolutely everything its supposed  to.
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,4.0,Reviewed in the United States ,22 Aug 2020,Nanci,"EDITED 11/28/20 - After I posted this review, Max from Ring contacted me and worked very hard to fix the issues. First, he said I needed the New Ring Chime which is also a WiFi extender, since the improved video needs a stronger signal. Max sent me a complementary Chime and it did improve the WiFi range. I still did not like the way the motion zones were set up, but just recently it was apparently upgraded, because I can now adjust the zones where I want them (last photo)! It does  still pick up on large vehicles, but not very much. I’m very happy with it now and I appreciate Ring listening to its customers! I changed my review from 2 to 4 stars ⭐️ INITIAL REVIEW- (I purchased the original Ring doorbell a few months ago, was the 720p, it was satisfactory in the way it worked, but when I noticed I got one of the last 720p (that was discontinued shortly afterwards) and the 1080p was now the same price, Amazon let me return it and get the gen 2. Unfortunately, the picture is the only thing that’s better! The first one worked with my WiFi, this one keeps telling me it’s a very poor connection (doorbell, router, EVERYTHING is in the same place). So it doesn’t always pick up any motion. But it DOES pick up almost every car that goes by, no matter how I set it! The old one has a much easier way to set the motion zones- this one only shows 4 zones, on or off (second photo).That’s it. The gen 1 let you slide your zones in or out with your finger. When I watch the tutorial, it shows the more detailed motion settings (first photo)but I don’t have that. I’m sorry I ever got the new one- it’s essentially useless.)",Edited since initially reviewed
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,3.0,Reviewed in the United States ,06 Jul 2020,The Godfather,"I like the solid color as it is not so obvious. I'm happy after a couple weeks with the resolution, both daytime & night time. However I'm charging this thing for the third time already. Have turned down notifications and motion sensitivity, which I don't want to do. Going to note how long this charge works, but still, it's too short. Would be better with removable batteries and a spare. And, I know it may have been obvious to many, but it never dawned on me that although it's called a RING video DOORBELL, it doesn't have a BELL !  I don't walk around the house with my cellphone and can't hear knocks on the door downstairs. So we have to buy an add-on bell. It's my first Ring device. We all learn..","Nice color,short battery life"
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,5.0,Reviewed in the United States ,11 Jun 2020,Heather s,"As a younger woman living in a city alone, my loving 100lb watch dog was not enough. Previously I had alarm systems that didn’t not quit match all that ring can do. I love the app features as far as being able to upload and view neighbors posted live feeds of suspicious activity & it even tells of activity in my neighborhood (fires, police calls, etc). I am now looking to purchase even more ring products. Thank you & I recommend.",Worth every cent.
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,11 Oct 2020,The tallest,I get alerts up to 5 minutes after bell is rung or motion is detected IF I get them at all at least half of alert recording are just a completely black screen when played back. This thing is utterly useless,Absolutely useless as Software is complete crap
"All-new Ring Video Doorbell – 1080p HD video, improved motion detection, easy installation – Venetian Bronze (2020 release)",1,1.0,Reviewed in the United States ,11 Oct 2020,joseph b.,"App hardly works, barely ever can communicate with the device, all alerts are late by 30-60min, live view doesn't load, motion detection is insanely sensitive to the point it goes off with no visible movement. I've essentially bought a very expensive doorbell because none of the other features work properly.",Waste of money
