product,verified,rating,location,date,author,content,title
"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",1,1,Reviewed in the United States ,21-Jun-18,leor,"I was really excited to order the Ring doorbell after reading about it on the internet. Upon receiving the Ring my husband installed it on our front door. We set the motion sensor to between 5-10 feet. Within minutes we began to receive notifications of motion outside our door. When we checked to see the motion that was detected it ended up simply being a car driving down our block, about 25 feet away from where the Ring device was mounted. Not a problem, you say? Well, firstly it can get pretty annoying when each time a car drives by you are alerted about motion outside your door. The bigger issue was that on dozens of occasions motion taking place immediately outside our door failed to be detected at all. A few times when I left the house in the morning or returned in the evening my activity did not set off the motion sensor. The same happened with my husband and children when they exited or entered our house. It was really ironic that this device which was supposed to be a security measure of sorts did not get triggered on dozens of occasions when we were literally opening the front door of our home, but detected our neighbor across the street mowing his lawn. The only positive comments I can make are about the ease of installation and the customer service representatives. We had the device set and mounted within a few minutes. The instructions were clear and easy to follow. When I called the toll free number to try to troubleshoot the issues I was having, I received very courteous and efficient service. However none of the tips and tools I was offered helped fix the problems we continued to have. Within a week of having the device I returned it.",Complete disappointment!
"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",1,1,Reviewed in the United States ,14-Jul-19,Denny,Had to return the first one.  The replacement worked for a few months and then got disconnected from wifi.  Because I'm 1100miles away I can't get it reconnected.  I have two different camera systems and a wifi thermostat that continue to work fine.  I'll be scrapping the ring and use a camera in it's place.,Not reliable!!
"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",1,1,Reviewed in the United States ,27-Dec-17,Doug Colt,"I am really at a loss to express how disappointing this product was. To start off, I am extremely tech-savvy and my home is wired with a good 40+ z-wave, Insteon, Hue, and Zigbee devices.  I also have extensive experience in electrical engineering. Right off the bat, the first Ring doorbell I received would not charge via hardwire.  This was a brand-new installation with a new transformer, new resistor, and all voltages confirmed with a volt meter.  I spent a good 45 minutes waiting on the phone with Ring tech support to get the inevitable conclusion that this was a defective unit.  But instead of just swapping it out right there on the phone, they first wanted me to send back the mounting plate, wait for a new one to be shipped, try the new mounting plate, call back if there was a problem, and THEN they would ship out a new unit.  That was very disappointing customer service from the beginning. Luckily, Amazon came to the rescue and shipped out a brand new unit overnight to replace the defective Ring unit. One would think this would solve the problem but alas, no.  TWO DEFECTIVE UNITS IN A ROW that would not charge via hard wire.  Thinking that there was some freak problem with the transformer, I borrowed a friend's Ring doorbell.  Boom--charged right away.  So yes, I ended up with two bum units in a row.  That should never happen. Setting aside the double hardware failure, a few other major gripes: 1)  The Android software for this is absolutely awful.  It is incredibly slow, buggy, and crashes frequently.  And good luck trying to use the ""Live View"" feature.  It takes at least 30 seconds to connect to the doorbell and again, crashes the app the majority of the time. The frustration level is just off the charts and I cannot believe the app ever made it out of beta. 2) The Ring does not play well with two or more devices.  I have an iPad permanently mounted in my living room for all types of home automation, including the Ring app.  The Ring app is always open in the background obviously.  Apparently if you have one Ring app opened somewhere and you then try to open it on another device (such as my phone when I'm out of the house)--crash.  How is this possible? 3) This is just personal, but the actual doorbell sound on this thing is really jarring and there's no way to change it to anything else.  That should be a basic feature. 4)  The interface is slow, slow, slow. This looked like such a wonderful product on the surface but was an utter disappointment.  I'll be returning the second defective unit.",Astoundingly disappointing on multiple levels
"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",1,1,Reviewed in the United States ,12-Jul-18,Bartly,"UPDATE 8-20-2019: This Ring doorbell sucks! The device has an RSSI of 38 which is supposed to be great. I had a package delivered today and the delivery driver walked all the way up to the front door which is about 20 ft in plain view of the Ring doorbell. He set the package on the ground, took a picture of the package, rang the Ring doorbell and walked back to his van. HE NEVER SHOWED UP ON CAMERA, THE RING DOORBELL DID NOT START RECORDING UNTIL HE WAS GONE! This thing is useless. I've had the ring doorbell since Jan 2017 and it's now July 2018, so about a year and a half. I have it hard wire to the doorbell power so it doesn't need batteries. I've had two packages delivered today at different times of the day and I also had someone out to my house to take pictures of a problem area. The problem area is clearly visible to the Ring Doorbell camera but the camera didn't even activate to record the movement so i didn't get a notification at all. When my first package was delivered on my doorstep, directly in front of the Ring Doorbell, I didn't get a notification nor did it activate the camera to record. When the second package was delivered, I got a notification but by the time Ring was finally able to connect (I got a message that it was having trouble connecting, I tried again and it did finally connect.) I could see the additional packages on the doorstep but by the time the camera activated to record, the delivery person had already dropped off the package and left. It will record if someone rings the bell and stands there long enough for the camera to start recording but that really defeats the purpose of why I purchased this product. I want to make sure I get a recording if someone is stealing packages not just dropping them off. The video is also very choppy and grainy. It's a wifi doorbell and I was concerned with the range to my router might be a concern, so I called the manufacturer and explained the issue. They said if could be a problem and told me I might need a wifi extender. Well, it turns out that they happen to sell those also. So I bought the Ring Chime Pro and wifi Extender on May 31 2017 hoping that would solve the problem. So, I've had the Ring Doorbell operating through the Ring wifi Extender for over a year now as well. It's still awful quality and doesn't capture anyone coming to my door about 90% of the time. It's a lot of money for something that doesn't function as described. The description says you get instant alerts when visitors press the bell or trigger the sensor. The alerts have not once been instant for me. It says Crystal clear HD video. I get grainy and choppy on all of my devices at best. 1 star is much more than this product deserves.",DON'T BUY THIS PRODUCT!
"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",1,1,Reviewed in the United States ,9-Jun-19,Scotty,"Inaccessible, drop outs and latency in a video doorbell is unacceptable. I have reliable 100 Mbps internet plan thru Spectrum with a new TP link wireless access point within 10 feet of the video doorbell. The wireless access point is literally on the other side of the door. At random times you can not access the doorbell even when on the local home network.  The RSSI values swing from 43 to 69.  I believe that the design of the doorbell is as follows and is flawed.  When the doorbell is pressed the video is streamed to Ring server initially before the phone app can access the video stream. Once it is streaming the phone app is accessing the video steam from Ring server.  I can only assume the latency or can’t connect to doorbell is connect issue to video stream on Ring server since I know my local network (1000 Mbps hubs and new wireless access points as well 100 Mbps internet) is not the issue.  I originally thought the POE Wired $500 Ring Elite was way to go but people who bought that version are having same issue.  I had a hard time paying $500 for a video doorbell even if it had no latency.  If there was some other solution similar to Ring I would be doing it.  Currently looking at adding door dome camera with speaker and microphone to my Amcrest surveillance system.  Not a nice integrated solution to Ring but at least I can get video and audio. In this scenario the Ring is a $99 door chime.",Needs new design.  Connection and latency issues plague this device.
"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",1,1,Reviewed in the United States ,13-Oct-17,Thomas,"This thing is wonderful in theory. However, I've tested this thoroughly and it's amazing, when it works. Very inconsistent. I've ran around 600-800 tests on this, starting from ringing the bell and the motion sensor. Here's what I've found: - When the doorbell is rung too many times in a day, your device will be knocked off wifi. Keeping this connected to wifi appears to be a chore, and mine is only 25 feet away. There is also no warning that your device has been knocked off the network either. So you can go a whole month or two without ever knowing this thing is offline. - Walking sensor is utter rubbish. I turned this on the highest settings and it misses humans coming to the door more than 75% of the time. When it does pick something up, it's usually too late because it take a whole 30 seconds for the app to load and bring the picture up. Why is this important, the average criminal is going to wait 10-15 seconds to hear if they see or hear movement on the inside of the house before they move to the back yard. So by the time you get your app open at the 32 second mark, the criminal will either already have your package or be in your back yard. Don't let the videos they post on their own channel fool you, this thing is a grade A piece of rubbish. I'm going to try something else and hope I find something much better.",Rubbish
"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",1,3,Reviewed in the United States ,21-Sep-19,Drewe,"I've had this doorbell for about two months now and it's been doing pretty good but there are some issues that are worth writing about. First off, the motion detection feature sends me motion notifications way too often because 95% of the time it picks up cars passing by. There are some ways to adjust the motion detection area but it hasn't helped me a bit, if not made it worse. There is a feature where it will ask you questions like 'How many feet away are cars from the doorbell?"" or ""Are there any steps leading up to the door?"" in order to fix the detection area but that hasn't helped. There is also a feature where you can manually move the detection area but along with the questions, it hasn't fixed anything. Second, when the doorbell records when people come up to the door it often records when they are leaving the door and not coming up to it. Which makes no sense because you can not see their face or what they did at the door. I also tried to see if moving the detection zone would do anything but that didn't work. The only time I see the person's face is if they ring the doorbell and if they don't leave so quickly. Now, I do like a good amount of stuff about the product that make up a little bit for the things I did not like. Setting up the doorbell didn't take to long and it came with everything you needed to install it. The paper instructions overall were pretty clear, but I prefer watching a video about installing it. The camera quality of the Ring is good and exceeded my expectation and the area the camera can see is pretty wide. When you purchase Ring you will be prompted to download the Ring app which is possibly one of my most favourite things about the Ring Doorbell. The app is really user-friendly and it has a lot of features I really enjoy. Through the app, you are able to talk to people who approach your door which I find as a very useful feature. For example, you can see if people around your neighborhood have published recordings and if there were any recently reported crime incidents. Overall, The product had some pros and cons but mostly pros which is why I give it 3 stars out of 5.","Pretty Good, but has some issues.."
"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",1,1,Reviewed in the United States ,25-Aug-19,Kim H,"It's nice when it actually works. We've had it for less than a year and twice now it's stopped working for no reason. Of course we don't notice right away so by the time we notice it we've gone days without it or a doorbell all together, which is not okay! The first time we had to unscrew it from the base and reinstall it....now it's offline even though our internet is working fine. FYI, if it's offline you not only lose video you don't have a working doorbell at all! Would not buy again! If we can't get a fix to this happening every few weeks we will be returning! Just got off the phone with Ring...even though the product is defective you can not return it for a refund....they want you to get on with tech support to troubleshoot, it's fixed for a few weeks and messed up again. What a waste of money, go with a different brand if you're looking for a video doorbell. Disappointed in the product and even more so with the lack of customer service!",Would be great....if it actually worked right!
"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",1,1,Reviewed in the United States ,29-Sep-19,Joseph R Earley,"The Ring is not ready for production and should have never been sold to the public. I think the biggest issue is because it doesn’t record 24/7. Instead it only records when it detects motion.  Add that to the fact that it has no onboard storage - so it has to store everything online. Too bad it sucks at detecting motion. It only detects after someone is walking away from my door.  Basically, I have hundreds of videos of cars driving by and the back of the mailman as he’s walking back to his mail truck. I haven’t seen a single face yet. People come up to my door, leave a package, and then take a picture of it on my stoop - and then walk away. The only thing recorded is the back of the delivery guy as he walks away from my door. PLUS. It’s grainy as hell. Video quality is not like the ads. It garbage.  Pixels on top of pixels. and like others have said - their support is no help. They all say the same thing: “it’s my network”. But, no, it’s not. I have an amazing network. I’ve done multiple speed tests and it’s blazing fast. But - Because they suggested it - I bought a WiFi extender next out it next to the Ring. That didn’t change a thing.  Still garbage. And - now - on top of all of this: after one year it’s WiFi stopped working. No matter what I do, I can’t get it to connect to any network. Not just mine, I’ve tried multiple networks and it just won’t connect. So, now I have a camera that starts recording way too late, only records the back of people as they leave my doorway, has crappy pixelated quality video, that has no functions at all now because it won’t connect to the network. I have other cameras in my house - I spent no more than $40 for any of them - and they always work - record all day long - and have HD quality.  Why are we buying the Ring????? I hate that I spent so much money on this and now I have to go buy one that works. I think I’m going to go buy the google nest camera. I hear that one works great.",Wasted my money on this mess
"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",1,4,Reviewed in the United States ,7-Jul-19,J.N.,"Update: After writing this review I was contacted by ring directly and their customer service department offered to help me troubleshoot my doorbell issues. They worked with me for several weeks to sort out the issue... turns out I didn’t have quite the right set up for my doorbell location. They worked with me consistently until the issue was resolved and it was probably the best customer service I have received from any company ever. So that is a huge plus. My improved setup seems to be working much better now, so maybe my suggestion would be to do some research on your house and the various options to see what works best for you to get optimal results. Overall I’m satisfied. Hopefully it’s presence just deters the bad guys... Well... I wish this worked. But it doesn’t. It picks up every single garbage truck or car on the street despite me adjusting the settings over and over again, however 3 people walked into my house on 3 separate occasions and it never even picked up a hint of it. Didn’t pick up the entrance and didn’t pick up the exits. We were on vacation and I had a few of my family members come in to check on the place, long story short I became EXTREMELY upset with them while I was gone because according to my ring, they never showed up. I know the damn thing was working because I got video footage of every f****** car that drove by every single day, but yeah no one entering or existing the house showed up. I know they came because at the end of the trip all of the mail they were collecting was on the counter and the plants were sufficiently watered. I only now feel compelled to write this because someone just came running up to the door screaming and pounding on the door before taking off. Silly neighborhood kids... whatever, but, did the ring record any of it? Of course not, but 3 minutes later I got a very nice video of a car. Do not buy this piece of crap. The only reason I bought this was because the neighborhood has a porch pirate problem... i figured if nothing else the darn thing would deter them, but rest assured, someone could enter the house, murder us all and it wouldn’t pick up any evidence. Do not buy this unless you want 75 video alerts a day of cars. Going to rip it off the house and put it in the street for one of the cars to run over. Won’t get that footage, but at least I’ll be rid of the stupid thing.",Useless piece of garbage
