product,verified,rating,location,date,author,content,title
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,5.0,Reviewed in the United States ,20 Dec 2017,JD,"We've had this system for a three weeks now. It's incredible how easy it is to install and set this up. I especially like the position mode and motion detection test you use when first mounting and aiming the cameras. This helped immensely to find the best location and angle for installation. When you get this, be sure to surf through the controls for each camera and the modes and settings for the system. You'll be amazed how many features and functions you'll find to customize this to your exact needs. Four of our five cameras are mounted outside and I tweaked the settings for each one to go with their particular purpose and environment. The picture quality is excellent, even in hard dark. Both of us have it set up to manage and view video from the system on our iphones and ipads, from anywhere you have a cell signal. In the options you can opt to get iphone on-screen notifications and/or emails when the system alerts, and the Arlo app icon shows a number indicating new alerts/videos, similar to the number on your message app icon that shows number of new texts. You can also opt whether or not any individual camera's alerts will set off the base station siren. The motion detection can be very sensitive if you want. One of our cameras sensed the motion of a squirrel about 20 feet away from the camera! I reduced the motion sensitivity of that camera and now it will only alert for larger things. The audio detection is also very sensitive and adjustable, as well. After three weeks out in the cold, the camera with the lowest battery level is at 90%! I could go on and on with how cool this system is. We're having lots of fun with the cameras just looking at replays of animals (and ourselves!) caught on camera. And we're confident this system will do it's real job of providing security. I only have a couple gripes. I wish the base station had better signal range and didn't need to be ethernet wired to the router. I got a wireless range extender and have the Arlo base station plugged into it and centrally located in the house, but one camera out by the garage door still barely gets a signal, but it's good enough. To be fair, my home is large and has composite fire retardant siding that probably inhibits signal range through it. Also, the speaker on the camera is not very loud, even on the loudest setting. We can talk using the camera, but the person by the camera has to stand pretty close to it. Don't expect to be yelling at kids out on your lawn - they won't hear it. However, the cameras microphones are very sensitive and pick up sounds clearly from far away if you set the sensitivity to 80-100% All-in-all, this system is nothing short of amazing. We'll probably buy more cameras.",Simply Amazing - and fun!
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,5.0,Reviewed in the United States ,29 Mar 2017,Frank V,"Your browser does not support HTML5 video. I've now had this camera operating for about a week.  The first thing to note is that the battery power is still reading at 100% so I expect to go a long time without having to recharge it. I got the Arlo Pro because I wanted something completely wireless that I could put anywhere.  I keep it in my living room and the wide angle 130 degree lens captures the entire room.  The picture is true HD and very clear and the night vision works well. The motion sensor does pick up my dog walking around (see video), but I was able to adjust the sensitivity so it only records and sends a notification when he actually walks around. I got this camera in part so I could keep an eye on my aging dog, so it's actually doing its job. The other great feature of this camera is the free 7 day cloud storage which for most people removes the need for any kind of subscription like other cameras have. The iPhone and AppleTV apps work well.  However, since I never plan to use the alarm/siren, I wish there was some way to completely remove it from the list of devices, but there is currently not. I did have some interference trouble with my wifi, which was curiously particular to my iPhone (no other wireless devices where affected), but once I plugged the Arlo's ethernet into the cable modem instead of the AirPort, it solved the problem.  Others have moved the Arlo base away from their wireless base station and that seems to help them.",Great if you're looking for no wires at all.  Long battery life. Great picture quality.
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,21 Nov 2018,~T,"Run far from Arlo. I did a lot of research before I purchased them. I bough cameras for family. I bought tons for us. I told all my friends about them. But now I can’t access my security cameras the day before Thanksgiving until I agree to a brand new mile long agreement. Run far away from Arlo. No company should ever hold your security footage hostage, because they decided to change a name or wherever they actually did. If it happened once, it will happen again. Don’t trust them. UPDATE 5/31/19 Well...it's even worse now. They won't record at all...not even free 7 day. I had purchased a membership, but they cancelled it and basically tripled the price with a new membership plan. Arlo...I want ALL my money back. This is useless junk now.",Run far from Arlo
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,09 Jun 2017,John L,How Bad Is This Product? - Let me count the ways (1) battery life is approx. 1 week. You now have a new chore in your life (2) one camera quit working/charging 30 days after purchase (3) offshore customer service required multiple calls multiple emails multiple troubleshooting efforts.Did I mention multiple. (4) finally OK we admit this product broke 30 days after purchse so YOU get to pay to send it back for an exchange. DO NOT BUY,How Bad Is This Product
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,2.0,Reviewed in the United States ,21 Jul 2020,Corrado,"If you have an issue and need to contact support, good luck to you.  After waiting 30 minutes, I got a person whose voice was super low and all I heard was static and the sound of the microphone rubbing on something.  When I asked them to call me back, they took my number and never called back. Website won't let me assign my camera to my subscription.  Well actually it did when I set it up, but when I went to look at a recording of an event, the camera was removed and I had no recordings.  Now I can't get the camera on again (manage cameras does nothing in their crappy portal) and their support doesn't answer calls.  So I paid for the subscription and never got any service. My Nest cameras on the other hand work perfectly. Only reason I got Arlo is because I'm setting this up at work where we dont' want to conenct IOT devices to our wifi and the Arlo has a wired base station.","Good product, terrible support and website"
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,04 Oct 2019,SC1,"I read many good reviews on this system compared to the RING doorbell camera so I decided to get the Arlo. My mother wanted one at her front door and at the rear, so for her birthday, I got her the Arlo Pro Camera and base station to try, if we liked it I was going to buy the Arlo Pro 2 camera as an addition. After we loaded the Arlo App and spent 30 mins searching for updates then spent 3 hours trying to get the base station to connect to Cable internet WiFi and the camera to connect to the base station, once the base station connected to the WiFi. During all of this time I was following the troubleshooting guide from Arlo, restting the Internet modem, unplugging and plugging the cable in, power on the base station, I was at wit's end. I was at the point of boxing it all back up and sending it back, it connected. Once it was set up, the video lags terribly, recording lags, jumps all over the place, I have spoke with tech support and all they can do is blame the App and tell me it's being reviewed. Then to top it off, my mother calls and says, my TV upstairs with Roku does not work, says it can't connect to the internet. I had her unplug the Arlo base station and bam, the TV WiFi Roku goes back to working.  Arlo is on the way back to where it came from. Sorry, Arlo that it didn't work out.",Very Disappointed
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,5.0,Reviewed in the United States ,18 Jun 2017,Christina Nicholls,"I absolutely love my Arlo Pro! My only regret is that I didn't get a second camera with it. I plan on buying an add-on camera as soon as I am able! It's worth every penny for the peace of mind and fantastic, fast service of the Arlo system! I witnessed a lot of people accusing others of leaving false/fake feedback while leaving a negative review for the Arlo but I'm glad I threw caution to the wind and bought it anyway (based on the majority of positive feedback). Admittedly, I received my Arlo Pro just today and set it up myself; but the worst part of about the whole process -  thus far - is that I had no ladder to use to mount it above my garage, so I used a bar stool. That was clearly my fault for lack of tools needed. I tested the delay several times throughout the course of the day and there was never more than a .5 - 1 second delay in motion detection. I think my only concern is the temperature at which it functions (up to 113 degrees) may be a problem here in San Joaquin Valley with this week's temps reaching upwards of 115. The video quality can be set to optimized, which will help with battery life yet it still maintains a decent picture/video. I can't speak to how long battery life lasts as mine has only been set up for a few hours and still says 100%. With all of that being said, I will update my review if I run into any problems. Happy shopping!",Excellent!!!
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,01 Dec 2019,Carol Evans,"Anyone considering buying this product should be sure to read the Arlo Forum discussions first, putting the phrase ""About 1/3 of recordings, play about 10 seconds and video freezes but audio keeps playing"" into the search bar.  You will find that for many owners the quality of video has seriously degraded in a number of ways since the last firmware update in April and Arlo has neither acknowledged the problem nor offered any solutions.  Video does not continue for the duration of motion but arbitrarily stops at about 20 seconds.  It might freeze midstream with audio continuing, subjects might ghost or suddenly disappear, or the video might be so horribly pixelated with drifting movement that there is no way to determine what you are looking at.  The small percentage of videos that do work are nowhere near the promised--and previous--1080p HD quality.  While customer service is responsive, walking people through possible solutions and sending replacement products, the solutions are useless and the same problems appear immediately on the replacement product.  Once in a while an Arlo moderator will say that they are aware and working on a solution, and updates will be provided soon.  This has been said over and over for 7 months. I can only conclude that Arlo does not support their product. I use this security camera on a bird spa to see migrating birds during spring and fall, and for the first 12 months or so it was wonderful.  The features are great--I could zoom in and get quite clear and up-close videos of bird behavior, identify unusual birds etc.  I had had no idea the array of wildlife who visited the spa at night, so that was a wonderful revelation.  The camera withstood being tossed around by a fox who bit off and chewed up pieces of the silicone skin, as well as 18 months of all kinds of weather.  And best of all you didn't have to pay for a subscription to download your videos! I am terribly disappointed because it is such a terrific product.  But my patience has run out and I will be going today to buy a Nest camera to replace it.  What a shame, Arlo!  Support your product!",Read up and think twice before you buy!!
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,12 Jan 2017,Dr. Anonymous,"Do Not Buy. Please price wired security cameras with installation. In about 1 year and much less headache, you end up spending the same amount of money. Update 2: Replaced rechargeable battery and the camera charged it, but died the next day. 2 of the old (original) Arlo cameras batteries were drained in the morning too. I just replaced their batteries when I charged the arlo pro battery. Communicating with tech support via email is a joke. To talk on phone you have to pay money if you have had longer than 90 days. They basically refer you to their arlo community where everyone else has the same issues with no resolutions. One of my cameras recorded video for 6 hours and their was nothing found on any of the video. My security lights on my property were not even activated. I tried a new base station, different battery brands, and a new rechargeable battery for pro, still these cameras don’t  function consistently. Update: have had this about 11 months. The rechargeable battery stopped charging. The video freezes all the time and the lag in recording is drastic. I am so ready to get a hardwired system. I hate that I wasted so much money on this product that lasts less than a year. Just replaced base station that lived 2 years.",Vast improvements but more is needed
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,28 Mar 2020,Augen,"I bought this since I was testing for larger applications ( Home and businesses) after testing for 3 months, I found the Battery DEAD and I was guessing what happened, well, Battery was dead so now I need to run it connected? Another quite disappointing feature was the delay on the response, It  was quite bad, as well. We recorded an Elbow! of the person who was taking the goods on the way out! A bad joke! the system gave the alleged Thief to enter, pickup goods and leave without recording! The system seems to be "" Thinking"" Like Arlo personnel say, it got them on the way out... i refrain myself to answer, Yes we got the Elbow and unique feature to find somebody. lol I moved on in to a new system and that one has being quite good. I have discourage all my customers to buy this Brand, hopefully they will come up with something better, this is just a waste of money and a false sense of surveillance. A complete waste of money and effort.",Keep looking
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,3.0,Reviewed in the United States ,17 Mar 2020,Ross4,"Your browser does not support HTML5 video. Keep your packaging... just like any product, especially tech, you’ll run across a defective item. This purchase involved a defective camera that would never detect motion, therefore no video recording. Arlo tech support went through the motions that I had already performed then gave me a case # to return the item. Amazon was attentive and fast in the return. The second Arlo, purchased locally, involved a base station that wouldn’t hook to the router and internet. The third Arlo, I am really really trying to give this product my love... the third hooked up and had them mounted and recording incredible motion activated recordings in about 20 minutes. One note, the base station is hooked  wired to your router with Ethernet. Second, so far until I determine otherwise, only one person can be logged onto your app at a time. You’ll have to share if you want family watching the cams. The free rolling 7 days cloud and usb record option is the main reason I went with this product.",A good system with 7 days free cloud but keep your packaging just in case
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,5.0,Reviewed in the United States ,12 Dec 2018,Hippiewannabe,"Bought this bc I have a Bad neighbor thats been giving us a problem so Got the package with 2 Cameras so 1 in the front of the house and 1 for the back. The signal is a little finicky but I managed to find a spot that both cameras are getting a Good signal The Picture quality is great and the battery life is really good! Had them up for 45 days b4 I had to recharge them. Theres a bunch of custom settings for ea camera and preset modes for recording or u can do a custome mode. The best part is theyre Completely Wireless!! Which is great! No running wires from the outside of ur house into the Dvr and monitor! With their app I can pull up the cameras from anywhere! U can talk thru the camera but there is a bit of a delay so its not the greatest But u can hear whats being said. The video has a delay so when ur trying to talk to someone they might have walked up and left b4 u can speak. Other than that Ive not had any issues! It was a little pricey but for Completely Wireless its worth it! Update 6/21/19 So after 7 months of using these cameras I have no complaints! Picture quality is still great, Batteries still last more than 30 days (Depending on Use) If its constantly recording the battery will need to be charged more Frequently but Its so easy to do its not that big of a deal. They're on a Magnetic mount so just pull them down bring them in and charge, usually charges up with 60 mins then just take it back out and put it on the mount. Only drawback is u cant just set it to record for say 30 mins bc as soon as u go out of the app it stops recording and goes back to ur settings. Ive gone on my PC and done it and it did record a few times for more than 15 mins but Doesnt always work. Unfortunately Its not meant to do that. Its still a great product to have, It picks up anyone coming up my Driveway or anyone or anything in my Backyard. Easy to use and Set up. Would definitely reccomend!",Completely Wireless and Great picture quality! Updated 6/21/19
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,3.0,Reviewed in the United States ,31 Dec 2017,southshore74,"Has potential, however when they talk about the wifi they are talking about the units wifi range for the camera and base station, not your homes wifi. My Ranch Home is made of block and brick. To compensate for this default I have to have the Base Station within 30 feet for the camera to talk to the base station and have a full 3 bars. I did origionally have the camera within 50 feet at my Driveway, that did not work, no bars no signal. I was planning on adding another camera by the front door but that would be about 70 feet, I did not even get a bar at 50 feet, so there goes that idea. I am not going to fool with this anymore so I have decided to return the system and get the Nest Camera, yes you have to hardwire it, but I will have direct connection thru my phone not have to fool with a freakin base station signal loss. So please concider these facts before purchasing this system.",Range Issues
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,3.0,Reviewed in the United States ,23 Oct 2018,Me,"Pros: 1. The cameras generally is OK. 2.  Easy to setup.  Not need to be a techie to do it. 3.  Before the last app update, it was easy and intuitive. 4.  If you want to be efficient and have convenience, you will need to spend approx $200 more for two extra batteries and a double battery charger. Cons: 1.  When you call, somebody from India will answer.  A language barrier will be difficult.  The tech was nice and professional, but it was difficult to understand each other.  I have to go thru many extra steps just for him o locate my account. 2. No tech support email. 3. No customer support email or number 4.  They updated the app and screwed it.  Before when on ""Devices"", you could see different helpful icons at a glance.  If you battery of an individual cam was tired or almost depleted, you will see it right away.  Now is hidden and you have to open the setting of each individual device/camera to be able to see it. 5.  For some absurd reason, you can not be logged in your account with app in your phone and at the computer at the same time. 6.  If you plan to use the cameras wireless, it is only for surveillance when there is no person inside the house.  If you want then running constantly, like in a day care or senior center, this is not for you. 7.  It doesn't work with Alexa like they claim.  At least not with a second generation echo.","Decent camera, bad app and poor customer service"
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,05 Oct 2020,K. Warkman,Would not recommend to anyone who would need to rely on this set up for security or feeling safe purposes. This system stops recording on motion almost everyday. I have to restart the basestation everyday because it just refuses to record on motion consistently. After a basestation restart it will work and record on motion as it is supposed to but then for a reason not known it will stop recording within half a day or full day and not record anymore. Then have to go in and restart the basestation again to resume recording on motion. This in totally unacceptable for this system is supposed to be a security system. I tried removing the camera from the basestation and account and then reinstalling the camera and it works for a day or two then back to the same crap of not recording on motion. I have 3 other Arlo cameras the non pro versions and they work. This pro model is the one that keeps not recording on motion. The weird thing is if I hit the camera to play live it works so therefore the wifi connection is good and working. It's the recording on motion that just keeps failing. So basically it's a useless system because what I foresee happening is when something unfortunate happens that I will need a recording for surveillance purposes this thing probably will miss it because it didn't record. So don't invest your money into this half baked system. Go elsewhere.,Not a reliable security camera AT ALL!
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,4.0,Reviewed in the United States ,22 Oct 2018,Martin Owen,"We wanted to have a camera to cover our front door and wanted wireless rather than wired. I checked Apple supported products as we’re a HomeKit house, not Alexa.  Apple only do wired products.  The Arlo range comes out best of the wireless. I only wanted one camera at this stage but we may add more later.  Very hi-def was not needed.  I decided on an Arlo Pro as opposed to a Pro2.  There are many packs containing multiple cameras and a bridge, but you have to search for a single camera and bridge pack obviously as both the manufacturer and Amazon want to keep the purchase price high. The quality of the product appears to be good.  The installation instructions are pretty clear but could have more information. The app is also good and has improved with a recent app upgrade. Note that there is no Ethernet cable in the box to connect the bridge to your router, so plan ahead! Positioning of the bridge is critical.  Our camera is outside above our front door of our 2500sq ft stand alone house.  Our router is probably 30’ away and the camera could not acquire a signal at that distance through walls. I ended up getting a 25’ Ethernet cable and locating the bridge high in one corner of the room where the router is located. Then I got a one or two bar signal which is adequate. If I wanted to locate another camera further from the bridge, I would have problems. Arlo need to look at producing a signal extender or repeater. However, once that was sorted out the system still didn’t work ‘out of the box’ as it constantly put itself in positioning mode and stalling.  After rebooting a number of times, it sorted itself out. I also ordered a permanent mount from Arlo as the included magnetic mount is not suitable outside. It would be too easy to just remove the camera!  The mount is ok although it should have come with a template for locating the screw holes on the wall.  An indication of what drill size would be suitable to drill the holes would also be useful. All in all it’s a good system but it’s not a installation job for someone who knows nothing about simple home maintenance or indeed about WiFi signals. I’d buy it again, but I’m waiting for the signal extender.  You can tell why Apple don’t support it (besides not being HomeKit compatable) as it doesnt ‘just work’, it needs knowledge and more than average home maintenance skills unless you’re planning a very, very simple installation. In operation it’s good. The picture quality is good and I assume the Arlo Pro2 is even better. Sound is pretty good too.  Anyone approaching the front door prompts an alert to my cell phone and iPad. So, it does exactly what it says on the box.",Pretty good but not perfect.
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,05 Mar 2020,Retired_Marine_304,"I would not recommend Arlo the product just don’t work , I have state of the are equipment and router and I get over 500 MBS on my internet download and upload about 30 to 40 MBS.  so my internet and equipment is not the issues , so all those five stars ⭐️ are lies from the company.  I have several degrees in information technology and computer science and networking technology.  There equipment and camera just point blank don’t work.  They are very slow, and most of the time just will not connect and I have 5 bars on each one of my cameras so being close to the hub is not an issue. Trying to get tech support is just a nonexistent and if you do get someone it’s outsourced by someone who don’t speak English very well , which is even more frustrating. Buyer beware",Arlo Camera
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,17 Nov 2018,Techhit,"I'm writing this because of my terrible support experience with Arlo.  Up until a couple of months ago, I was happy with the product and it was performing as expected. Then one time, the alarm decided to go off while my wife and I were having dinner at home and the alarm was disarmed.  None of us were using our devices to trigger the ear-piercing siren coming from the Arlo Pro Base Station.  I contacted support immediately after who had no explanation for what happened. Two months later, the arlo pro cameras decided to drop off the system.  Despite repeated attempts to de-register and re-register the system on my Arlo account (multiple factory resets), the discovery of the base station would fail and/or register briefly but then drop off the network as being 'offline'. After a lengthy call with Netgear support, it was deemed to be a fault with the base station and they issued an RMA. Here's where my terrible experience begins. After submitting the RMA request, it clearly says that follow-up instructions will be emailed to me.  No such instructions arrived, so I was not given a return address.  I had to contact support again to get this, and they gave me an address which was wrong. I had the unit sent back to me after a few weeks of trying to figure out why the RMA had taken so long, and I contacted support again who advised me a completely different address this time, without any explanation as to why I was given the wrong address the first time. Whilst I was chatting with this rep I decided to google the address which happened to me 5 mins away from where I live.  Google maps showed that there was no business registered there and it was a logistics warehouse that had nothing to do with security/netgear/arlo products.  I asked the rep to confirm that this was the address, and she advised me that it was and issued me with a new RMA number. When I typed the RMA number into the system it says RMA not found, which was different from the first RMA where I could actually verify that it was a real RMA number and verify the status at all times.  2 weeks later, the RMA number is still saying is invalid (despite copy and pasting what the chat agent gave me) and they gave me a lame excuse that there 'system is down for maintenance at the moment, but will be back up later'. I drove to the address, and there is NO business there.  This was evident by using streetview on google maps, which is why I challenged the chat agent about the validity of the address in the first place. It's been two months, and I still have a defective unit in my hand and nowhere to get a replacement.  Arlo - YOU SUCK.  Stay away from this poor product.",Died after 12 months and terrible support experience
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,3.0,Reviewed in the United States ,02 Apr 2020,Lauren G,"The camera does a good job but the system/interface you have to deal with isn't that great, and is really bad if you try to use it from a computer. The site constantly kicks you out and does this weird thing with acting like you need to install Flash over and over again. It's been brought up in Arlo support forums online yet never gets resolved. You can use it with an Amazon Firestick but that functionality could also be a lot better. It times out pretty quickly and there isn't any option for picture in picture, which would be nice so you didn't have to entirely interrupt what you're watching. They also don't have an app for Roku which has been requested in the forum for years and still hasn't been listened to.. frustrating!","Good camera, not great interface"
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,4.0,Reviewed in the United States ,26 Feb 2017,E. Seale,"I've just had this device up and running for a short time, so will update my review after it's got some months under its electronic ""belt.""  But my first impressions follow... The Arlo Pro is really easy to set up -- you'll need a wired network drop and power nearby, and you definitely need fast broadband.  The Arlo mobile app is helpful but can wait (I set up my system using my desktop computer).  The stills and video meet my needs (keeping an eye on the front of my house), others may want / need higher resolution. Pros: * Good video and still quality (good enough for me, anyway) * Free online account will store 7 days of video; you can store more locally on a USB drive attached to the base station * Lots of mounting options, particularly if you make use of the 1/4"" screw mount on the camera * Battery-powered camera, completely wireless, other reviews indicate it doesn't need charging often (but I'll update this once I have more experience of my own...) Cons: * Completely unusable if you've got a slow broadband connection (i.e., DSL).  The base station and camera can't even update their firmware via a slow connection.  And the device has no local-only video storage option (!?!).  Good thing we were scheduled for an upgrade to faster broadband within days of our Arlo Pro's arrival -- 2 Mbps wasn't fast enough for it, 40 is plenty. * Netgear customer support is awful -- as other reviewers have pointed out, if you have a problem with your base station or camera, they will do little more than tell you to power cycle things or let them sit overnight.  If your problem goes deeper, good luck! As you may have guessed, my first Arlo Pro camera & base station had an issue that power cycling and ""let them sit"" didn't fix.  Lacking any help from Netgear, all I can say is thank heaven for Amazon customer service!  The first Arlo Pro kit is on its way back, its replacement is working beautifully.","Excellent product, iffy manufacturer support"
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,5.0,Reviewed in the United States ,11 Apr 2017,Treu,"I'm very happy with this purchase. The setup was very simple. The video quality is very good. I also purchased the Alro outdoor security mounts because they are more secure. They screw into the unit, whereas the mounts that come with it are magnetic. Also the battery life is amazing! I've had my camera's for nearly a month now and they have both made 100's of recordings and they still have tons of battery life left. I expect these batteries will last 2-3 months before they need recharging (charger included) If there are videos you want to save you can download them right to your phone from the app. It also has live video, and microphone and speaker, so you can speak through the camera as well as listen live. The way is unit works is, you set up an account online and download the app, plug the base unit into your internet router and turn on the cameras.  When the camera picks up motion it will record for 10 seconds. You will then get a notification on your phone and/or email depending on the settings you choose on the Arlo app or website. If you are putting these in high traffic areas expect to get a lot of notifications. I set mine up to only get notifications on my phone because it was filling up my email. For how inexpensive home security camera systems have gotten, everybody should have them.",Highly recommended
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,01 Nov 2017,AP1974,"I bought a 6-camera kit  with a free basic plan included, that was the deal. I guess I was wrong... They sell you a 6-camera kit, but can only use FIVE cameras for free, if you want to use 6 to 10 cameras, you need to subscribe to a $99/year plan, so, I either have to pay $99 for one extra camera, or buy more cameras to ""justify"" the subscription. It would have been ok if I had cloud in 5 cameras, but not 6. The problem is that I can't use the 6th camera unless I pay. Well....I guess I should have bought the 5-camera kit and saved $150. The 2-second lag on video is annoying, but because the system is intended for security, there's no problem there. The cameras work great, just beware of what you buy.",DON'T BUY THE 6-CAMERA KIT
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,2.0,Reviewed in the United States ,14 Jan 2019,Peter Susi,"Camera was easy to setup, and the alerts work as advertised.  However, the Live view is up to a minute delayed, when it even loads.  Given that the beginning of the recording is about 5s after the action that triggered it, it makes using this as a real-time monitoring tool nearly useless.  (Firmware, Internet speed, and base stations resets have all been explored) It's nice that I can get a 10s video that starts with someone walking away, I guess.  It would be better, in fact it would be what I was SOLD, if the recording included the person walking up to my door, knocking/dropping off/picking up/ etc. and THEN walking away. So, it's better than nothing, and it will capture video, but not in a way that matches the promises on the box.","30-60 second delay on ""Live"" view"
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,1.0,Reviewed in the United States ,17 Jul 2018,Jane Smith,"I spent over $1,000 for my arlo set and within less than a year the batteries have gone to crap- i am having to recharge 3 times as much and the cameras are actually recording less (makes no sense), the company had a massive information hack and VERY minimally advised their customers- i noticed my camera was recording when i had them turned off, the company has yet to respond to several requests i’ve made in regards. This is a product meant to provide extra security but instead has violated privacy and the company could care less- ARLO IS GREEDY, i could never recommend their product.",Total Rip Off
"Arlo Pro - Wireless Home Security Camera System with Siren | Rechargeable, Night vision, Indoor/Outdoor, HD Video, 2-Way Audio, Wall Mount | Cloud Storage Included | 5 camera kit (VMS4530)",1,2.0,Reviewed in the United States ,01 Dec 2019,Luis,"Expensive garbage, i’ve owned them for two years now and regret spending the money every time i have to deal with them. Do your research and look elsewhere.  I’ve never been able to get it to work flawlessly and it’s not from lack of trying or knowledge.  I have other wifi cameras with way better resolution and functionality with snapier performance and cost me a fraction of what these cameras cost. No included international storage and charging the cameras can only be done with the charger it brings. Motion detection is usually lagging by a lot.  For example lets say someone is running towards your front door, you won’t get a notification until its too late.  If you amp up the motion detection it will detect the smallest flicker but again too late. Smart home integration is worse than dealing with their app.  When Alexa tries to open the camera feed it loads the audio and the video just loads and loads.  If you are looking for smart integration look elsewhere. If i could go back in time i would have not spent the money on these.  There are better cameras out there even if the companies are less known.  Do your research and skip this one.","Keep looking elsewhere, bad investment."
