product,verified,rating,date,author,content,title
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 May 2020,MacFamily,Had a 2nd gen but wanted to love that upstairs so we bought the 3rd gen for downstairs. We wanted to be able to use the temp sensor but it was only compatible with the 3rd gen. The base was different from the 2nd gen so it was a total removal and install. All the wires went in the same locations so it was a breeze of an install. WiFi connected with no issues and the new nest picked up right where the old one stopped. The old nest installed upstairs with no issues so now our entire house has smart thermostats. Went with this over the also well reviewed eco bee because I enjoy not having to think about the thermostat. Me and my wife work different schedules with days off so it’s hard to actually have a set in stone thermo calendar.,Same great idea with updates
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,TimL,"We had no problem installing it ourself. I love the fact that I can set a schedule, and that it’s smart enough to know when we are away (so it will auto adjust as needed). The best part is that I can control it through the google home app. Makes it nice if you are traveling back from vacation, and as you get closer to home you can set it to your desired temperature before walking in the door.",This product works great!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,Akk1,"this was my first time installing a thermostat at home on my own. i followed the instructions and when I noticed my very old Thermostat has so much more wires than what nest takes I contacted Nest customer support online using my cell phone and they helped my for about an hour untill Nest was installed and working.
They asked me for a picture of the old thermostat wiring and a picture for the wiring that was coming out of my HVAC room, and then sent me a diagram to my email address explaining which wires I should connect where. the whole process was a breeze and customer support person was great, professional, and patient. 
the experience of installing this while someone who has the knowledge is with you along the way and holding your hand exceeded all my expectations. 
The nest performance is very satisfying and accurate. you have modes for home, and away which can be easily set to save energy.
I couldn't be happier.",AMAZING customer support
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jul 2020,Christian,"This is a great toy to have, it makes life easy especially when I travel and I'm not home for a weekend. A lot of neat stuff can be done with the thermostat so I recommend if you have extra money to burn. If I had to buy it again I would probably skip. Right now I live in the desert so I guess I'm get sufficient use out of it but once I move back to San Diego it will have no use...",Fun Toy
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Oct 2020,Cool1,Great thermostat I love it it was so easy to install everything was right there for me in the box! The quality is really good I definitely will install a Nother one!,Nest thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,GenaInSD,"It was easy to install and figure out how to use. I got a TON of coupons, rebates and cash back for it, bringing the price WAY down from retail. I love that I can set the circulator fan for a specific period of time (I used to turn mine on at night to cool down the house in the spring and then forget about it and leave it on all night). I like the report showing me how much it was used that week. I can ask my Google Home Hub the temperature and she will tell me the temperature outside, inside and what the thermostat is set at (love that!). We are moving a  year and a half so I used the option plate that came with it to cover up the old holes where I'll put back the previous thermostat.

We got the spare sensor - it's installed but the weather has been too mild for it to show any effect (yet).","So far, so good!"
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,TgG84,Very accurate and already has saved me money utilizing the eco mode!,Great thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,2,23 Nov 2019,Cfig,"Everything on the Nest from the install to the scheduling is easy to do and most of the features are pretty nice. There are two issues I have with the Nest. The first is you can't change the frequency in which the fan cycles on. It only gives you the option to come on every hour. You can select run time for 15,30,45 minutes up to 1 hour but that's it. It would be nice to be able to select every 1,2,3, or 4 hours just so the fan isn't coming on all the time. I'm sure this can be fixed with a software update. The second issue and this is a big problem is that the current room temperature is inaccurate. The Nest reads 2-3°F above actual room temp. I am currently on my 3rd Nest (Generation 3) in a 20 day period. The 1st read 75°F for over 24 hours even though there was no way it was 75° so I exchanged it. I installed the 2nd Nest and after having it for a day I noticed that it felt a little chilly in my house. I looked at the screen and it read 71° but it seemed cooler. So I put two of my previous thermostats (a Honeywell VisionPRO 8000, and a Comcast digital) and a digital food thermometer next to the Nest to compare the readings and all 3 read 68°F. (I'm no pro but I think if 3 thermometers read the same then I would say they are accurate) I called Nest and the technician said it can take up to 14 days to ""learn"" the temp so I waited to see if it would correctly calibrate. It didn't, and I exchanged it for my 3rd Nest hoping the other two were defective. It's been 2 days and no luck. This one is reading 2-3°F high as well. The tech also told me that the Nest's are programmed to have a 2° range. I understand this when heating and cooling so you're furnace or A/C isn't tuning on and off every 5 minutes however there should be no range on the accuracy of the actual room temp. It's either accurate or it's not. I'll give this a few more days and call Nest and see if they have a software update to accurately calibrate it. They say this has 12 sensors. How is it that 12 sensors are less accurate then a cheap $50 thermostat with 1? I don't understand.. I've included some pictures showing the temp differences. My Nest reads ""current temp"" 71°F and the other 3 thermometers read current room temp as 68°F. That is unacceptable.",Temperature not accurate.
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Finster1130,"Best thing you can get for your house!! I would definitely recommend. Can control it from your phone, while your away",Great investment!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,Igotchiu,"I didn't think a smart thermostat was going to impress me, but the Nest thermostat did just that. Ease of use, app is intuitive, and everything worked flawlessly. 
Best Buy delivery was on time, and installation was simple.",Great Thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Oct 2020,Jbelden,"We love our new thermostat. It looks really sharp in our living room and was very easy to install, even for a new home owner with no experience with electrical or HVAC.",Fantastic
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Sep 2020,ttran41398,Easy to installation. I can use my phone to control temperature. I leaned by itself to make schedule.,Smart Thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2017,cherry3700,"Bought the Nest Thermostat hoping to save some money on our energy bill. Installation was the easiest thing possible, anyone can figure it out (just make sure you have the proper power switch turned off and check the wires for activity) When we first installed it, I actually thought I installed it incorrectly because the data being collected was telling me my AC unit was running for a good 14-15hrs straight daily!!...called my heating and cooling guy to make sure A) I installed it right and B) that my AC unit was functioning properly. when he checked my AC unit it was low on refrigerant. He topped that off and BAM my data (on Eco mode) shows my unit MAYBE runs 45m to an hour a day and even at times no usage at all for days!!!. I LOVE LOVE having a visual aid to my furnace/AC usage!!! Now we will just have to wait and see what the winter will bring...

This product was pretty pricey and I even considered getting my money back before installing it because of it's cost. BUT, reading reviews and seeing how this thermostat could save me so much more money in the long run I decided to give it a try and I am so glad I did!

I would highly recommend this product!!!",Love My Nest!!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Aug 2020,Ginny45,Been waiting for a long time to buy this product and I love it. Perfect for people with physical disabilities who need to be able to control things with their phone.,Excellent product
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Feb 2020,Rampy,"Purchased this based on it being a smart device , read the reviews, checked the compatibility and decided to buy. Overall the installing was a breezed, videos was not confusing , easy set up. Overall I’m happy with the purchase and I do recommend .",Great Device
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,Adrie,"We purchase to be able to control it with our phone since we have kids and our oldest kids sometimes switches the temp... it's a great product and it's easy to use and set up 
. If you are sleeping and you get to hot or too cold you just change the temp with your phone .","We love it, it's a smart idea to get one ."
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,MileHighGolfGuy,"Easy to install, easy to use and the app is seamless. It is on the pricey side compare to other smart thermostats, but most of them are not smart learning. 

Would like to see the price of the sensors come down as if the nest is in a different room from where you eat or watch tv the temperature gauge or judgement isn't great.",Great must have product to control energy usage
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,Wedge2112,"Easy to install and it works flawlessly, I even had one wire wrong... turns out I have a heat pump, Their tech support was epic. 10 minutes on the phone and swapped a wire and done. Technician was very knowledgeable and easy to understand. Then I just started adjusting temp when neccasary and the third or fourth day it was doing it for me. Expensive? yes, awesome? Yes.",Love this thing
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jan 2020,Tempo77,"One of the best electronics I purchased in a long time, and I love my thermostat.",Great thinking
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,Wolfgang,"Even with the wiring mess I had to deal with, the Nest works great! Also, got it on sale and received an additional $75 rebate from the gas company",Works as advertised
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,Cocoa,"We purchased two thermostats. We did have to call customer service when setting up. They were great to work with. The first thermostat took about a hour only because we couldn't tell on the old unit the blue wire was going into O/B not W1. This caused only the heat to work. 
The wire should have gone into W1 not C. 
With the help of customer service that was figured out. The second one was installed in five minutes.",Love the Nest
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Dec 2019,Dave2,Easy to install and works with my 30 years old air conditioning system!,Perfect!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Jan 2020,Jorge,Easy to install works great takes a little bit to get use to,Super easy to install very user friendly
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,CynthiaL,So so glad we decided to get this product. It's been saving energy and vostsnon our energy bills & is sure to help lower our electric bills during hot summer days!,Nest is an easy to install easy to us energy saver
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,rokehn,Easy as that. Set my parameters for Eco mode and that’s it. It does the rest. I travel on average 18 days out for the month and love the Away feature. I know I’m not using the AC/Heater any more than it should be used while I’m away.,Set and Go
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2017,Johninct,"The instructions were excellent 
My challenge was the wires in my old thermostat where old and the exposed wire was not long enough and slightly corroded 
The nest was able to show you what wires where connected 
And 1-2 were always missing when you look in setup
After I cut and test stripped wires worked fine","Not too hard , but not simple"
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,Bill,Very easy to set up. Connects fast and up and running in under half hour. Takes about a week to learn your perfect settings. Great item,Very easy to set up
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Nov 2016,Kraig,"I've had this thermostat installed for about 1.5 months now. Installation was easy and its working as advertised so far. I tried a different wifi thermostat first and it just didn't work well for me so I took it back and went with the nest. It's learned my schedule and I live the auto away feature. I never remembered to adjust my thermostat when I was away, now I don't have to!",Nice thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,floruja,"Now I can’t live without this product!!
I can change the temperature from my bed without getting up!!",Awesome
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Theodore,"Love the Nest thermostats. Easy to install, great support of needed. Syncs with google home or Alexa for voice control and your smart phone to control anytime from anywhere.",Fantastic product. Total control of your house te
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Bestbuy1,"I love it, I have no doubt that it’s going to pay for itself by doing all the stuff I forget about doing to save energy. I’ve already recommended it to 3 of my friends of which 2 have bought it also",Well put together
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Donny,I was hesitant at first but now I love it. So easy to use from anywhere. Home & office I can control and manage the thermostat. Plus it was so easy to install.,Never been happier
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,IshMos81,"arrived earlier which is awsome, super easy to install and i cant wait for it to ""understand our behavior"" so that it can adjust accordingly",Great product
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,OscarAlex,"Amazing smart thermostat, very easy to install, and setup",Amazing smart thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Miker,"Bought this nest thermostat and a room sensor 
So Easy to install I did it my self 
I include a photo of thermostat and iPhone app",Excellent for almost any home
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,Grumpy,Love how everything you need to install came in the box!,Great thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2017,Mannyb,"The Nest is actually very simple to install. It only took a limited amount of time to understand its basic operation. I love the fact that I can control it from anywhere and the rebates truly make this a ""best buy"" !",Great Purchase!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Feb 2020,Mad1,I really like the nest thermostats however I wish that they would be able to use more than 1 sensor at a time so it would pay attention to the temp In more than 1 room,Love the Neat thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,MG17,I recommend this thermostat because is very easy to install and set up.,Good thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,Chet,"Following installation and set up instructions was very easy and clear. Their web site makes finding the correct thermostat for your system a no brainer. Don’t forget to take a photo of your old wiring before starting installation. 
As soon as it was set up and I also bought the remote temperature device, it seemed that the HVAC comes on quicker than before. 
I’m anxious to see how it works while we are out and also see if the ECO feature saves us money.","Easy installation, instant improvement"
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,cwmacey,"This is a quality built product. Very simple to set up. One caveat to it would be that it’s VERY sensitive to the wiring. If you don’t have the wires plugged into it just right, it will tell you right off the bat! This is both a blessing and a curse. Easy to use with either the Nest app or even the Home app with Apple",Great Thermostat! Easy to Use!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 May 2020,Qban,"Good as the first gen . I own all gen I don’t regret at all to get this one . Really easy to use , to install , and even better if you can add it to google ecosystem HUB .",Good as usual
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,Elk5317,"Made the jump to NEST. Old unit was malfunctioning, decided to go high tech. Ameren IL offered $125 toward the purchase of this device. That's 50% of the total!! I installed the NEST app on my phone and my wife's phone. It's great! When the T-stat sees our phones are no longer home, the temp is automatically adjusted to an ECO setting as there is no point in heating/cooling an empty home. It works flawlessly. Installation was easy, exactly the same as a normal T-stat. Only 4 wires on mine. I really recommend this to anyone.",Total Control from Anywhere!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Coolstylez,I couldn’t be more happy with this thermostat. It was about 30 minutes from taking the old thermostat off the wall and getting this one installed and up and running. Make sure to take a picture with your phone of your current wiring so that you don’t forget what wire is controlling what. Match up the wires to the easy diagram and it has worked flawlessly.,Works Great! Easy Install!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Mar 2020,PAMRFernando,I brought this specially for my my humidifier. I'm really happy with purchase. I have setup three sensor my room. Work great.,Smart and simple
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,BigChi,I love this device! I live in a very hot city and I travel a lot so I love the fact that you can turn it on a few hours before you get home so it can be nice and fresh when you get there!! The schedule feature is awesome! It’s learned my usual schedule and when I’m home it’s always thinking ahead of me. Very quick and easy set up. I also got a $75 check from my gas company as a rebate for installing!! Great purchase!,Greatest Innovation Ever!!!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Feb 2020,Diamond,"I can control my thermostat from anywhere technology has made things so convenient I love it...  

P.S very easy to install",I absolutely love Thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Coolerthanu,"The Nest met my expectations; we’ve had it installed for 2 weeks. I don’t love the way it integrates with Vivint, so I use the Nest app instead. My favorite feature is the Energy History, I’m currently playing a secret game in my household to reduce the number of hours the AC runs. If no one is complaining about being hot, the temp goes up a degree every day—I’m going to win the electric bill game with the Nest!",Great thermostat in TX
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,jsweaz,"The Nest Thermostat takes some time to get used to. Not because it is complicated to setup or program, but because it is too simple! I was used to the old programmable thermostats that turned on and off precisely at a specific time whether someone was home or not. The Nest doesn't do that. It builds it's own schedule based on your real-world use and then deviates from that schedule when no one is home.

I love how the Nest thermostat communicates with the Nest Protect Smoke Detectors, utilizing them as motion sensors to determine if someone is home or not. It also provides peace of mind that if Carbon Monoxide is detected in the home that the furnace will be shut off in case it is the source.",I'm a Control Freak!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Mar 2020,KCRN,Very easy to use & eco-friendly. Make sure it’s compatible with your current system.,Love the color
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,LAndersen,"I love the intuitive nest, so easy to use. Helps me save on heating and cooling cost. I have it connected to the Echo so turning it off and on is effortless. It was a bonus by getting a rebate from Edison too.",Best investment
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2019,DRB1,"This is unit is expensive, but I got it on a black Friday price break with an additional rebate from my power company. It performs as advertised and I love the convenience of the eco setting and the ability to control it with my phone. I got a separate wall plate which makes it look fantastic.",Great unit but look for discounts
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,JT72,Love the fact that not only can I remotely control my AC/Heating from my smart phone from anywhere but that it ha great features as showing me my usage history outside and inside temperature along with humidity. This thing is definitely a smart thermostat. Out of the box this thing looks like a jewel. Nicely made. I recommend this thermostat for sure.,Love the nest Thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,MunsterDave,"Had this for a little over a year and although difficult to put an exact number on it, I'm sure it has saved my hundreds of dollars in heating and cooling costs. Installation was incredibly simple and operation almost as easy. Once using it a few times, operation is equally as easy. Easy programming and remote operations are quickly accomplished. The thermostat is very intuitive.",Great Thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Apr 2020,Bacardi81,Don’t look for another thermostat this one is the best.,The best
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2015,ActerJoe,"I researched Nest for about a year on and off and weighed the pros and cons about replacing my thermostat. What I love is the app feature. I have set it to a ""Locked"" position so I can control it from anywhere and only I can control it. With the Nest, I have full control. It also lets me know how long the AC/Heat has been running and can learn your at home patterns.",Love My Nest Thermostat!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2017,Scarleon,"Nice, easy installation, so far saving energy, learns when you are away, so it saves energy. Great rebate from ComEd 100$, so it really costs only 99$ to get Nest...i think that is a great unbeatable deal...iphone app makes it easy to track your energy savings, and also controls the Nest remotly.",Great smart thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Tseyvar,"This thermostat is easy to use and nice to look at.

I have already noticed a small savings in my last power bill, and I've been through a few days of record cold weather this past month.

It was fairly easy to install. The instructions could be a bit better though, I had to search google for a wire diagram, The instructions are not too clear on some wire setups.",Great thermostat for a smart home
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Nov 2018,hkkc,"Con: Seems only Nest Thermostat is round on market, also it can choose color to match my wall.
Pro: the mounting plate is not matching the original screw holes which left over from previous thermostat",Nice outlook and best color matching
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Millie,I love it! I can control the themperarure from my phone!,Nest 3rd Generation
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Nov 2016,Chimuel,I purchased 3 of these to replace the old thermostats that were in the house I recently purchased. They work great and have given me insight on how well my heatpumps and insulation works. The customer support team was great in helping me set up all three of the Nest Thermostats!,Excellent product and customer support
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,Rosie,"The directions were very clear, easy to install, app was user friendly. Took me a total about 20 minutes to set it up.",Love it
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2017,Sven,Truly love the Nest thermostat. So easy to install and program. Completed my smart home technology.,Amazing product
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,Blkzx14,"Controlled by my IPhone 6S Plus makes the Nest a breeze to operate, I give it six stars. Easy install also",Awesome thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Djlove,"Must have,Best thermostat ever, very easy to install. Love it.","Best thermostat ever, very easy to install"
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2017,EJordan,I love it this is great for your house and if you own your own house you should have one,I love it
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2017,Warmer2017,I would highly recommend if you have a sporadic schedule.,Easy install - better comfort
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,3,23 Nov 2019,Rich,Has great features easy to use and install. Would recommend changing plate to stainless steel. WiFi connection can be slow but with amazon Alexa app works great.,Nest
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,Fx50,Definitely recommend this product looks great and works perfect,Great Smart thermostat
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,4,23 Nov 2017,BikeNHike,I like Nest as you can set the carol from anywhere. Don't have to return to a hot bedroom anymore.,Control Central
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Nevertan,Was resistant at first because I had a programmable thermostat but this goes way beyond. Has helped us reduce our energy by at least 10% even while working at home now 100% since last March. Great access from phone app and easily adjusted if needed.  Learning took about 6mo to really understand our preferences. Should be interesting to see the changes after the pandemic.,Good investment.
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,21 Nov 2020,gbGetter,Have loved using this thermostat. Great to change when I’m gone and have been very pleased with stability of the connection. I have a somewhat complicated setup with a dual fuel furnace and it works great and is super customizable.,Great product!
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Carlos,"I love this thermostat. This is the second unit I get and I installed it on the second floor. The installation was very simple (I saw the installation of the first unit and I was able to install it myself this time). The most tedious part is the wifi password since there is no keyboard and typing a long complex password with a turning hub is a pain. After that I just added it to my nest account and works like a charm.

Things I like is that I can monitor usage, see usage history, set it to learn the most common temperatures. That I can see the temperature from my phone if needed and I can change it from anywhere. I can monitor temperature if I go on vacation.

Things that I do not like is the price. I got my on sale for thanksgiving but I will have a hard time buying it at a regular price.

so price aside. I love it.",Simple to install and easy to use.
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2016,Larsen,"Awesome product, easy to put in,you can control it on your phone, tells you the temp and humidity outside, looks good on the wall.",Easy to install
Google - Nest Learning Smart Thermostat - 3rd Generation - White,1,5,23 Nov 2018,Junior,Easy to use. I like that I can control the temperature from my phone,Great thermostat
